	SubjectID1	SubjectID2	Group1	Group2	Distance
99	ZCAm3	ZnCA5	ZCAm	ZnCA	0.3265945945945946
100	ZCAm4	ZnCA1	ZCAm	ZnCA	0.35264864864864864
101	ZCAm4	ZnCA2	ZCAm	ZnCA	0.2823243243243243
102	ZCAm4	ZnCA3	ZCAm	ZnCA	0.28583783783783784
103	ZCAm4	ZnCA4	ZCAm	ZnCA	0.30475675675675673
104	ZCAm4	ZnCA5	ZCAm	ZnCA	0.27986486486486484
105	ZCAm5	ZnCA1	ZCAm	ZnCA	0.24727027027027026
106	ZCAm5	ZnCA2	ZCAm	ZnCA	0.2574864864864865
107	ZCAm5	ZnCA3	ZCAm	ZnCA	0.3242432432432432
108	ZCAm5	ZnCA4	ZCAm	ZnCA	0.2684594594594595
109	ZCAm5	ZnCA5	ZCAm	ZnCA	0.20216216216216215
0	ZnCA2	ZnCA1	ZnCA	ZnCA	0.2568648648648649
1	ZnCA3	ZnCA1	ZnCA	ZnCA	0.3540810810810811
2	ZnCA3	ZnCA2	ZnCA	ZnCA	0.30435135135135133
3	ZnCA4	ZnCA1	ZnCA	ZnCA	0.24156756756756756
4	ZnCA4	ZnCA2	ZnCA	ZnCA	0.2311081081081081
5	ZnCA4	ZnCA3	ZnCA	ZnCA	0.3707027027027027
6	ZnCA5	ZnCA1	ZnCA	ZnCA	0.22027027027027027
7	ZnCA5	ZnCA2	ZnCA	ZnCA	0.19208108108108107
8	ZnCA5	ZnCA3	ZnCA	ZnCA	0.25089189189189187
9	ZnCA5	ZnCA4	ZnCA	ZnCA	0.24316216216216216
10	ZnCA1	Con1	ZnCA	Con	0.7024054054054054
11	ZnCA1	Con2	ZnCA	Con	0.7057567567567568
12	ZnCA1	Con3	ZnCA	Con	0.6821351351351351
13	ZnCA1	Con4	ZnCA	Con	0.6543243243243243
14	ZnCA1	Con5	ZnCA	Con	0.6871351351351351
15	ZnCA2	Con1	ZnCA	Con	0.7143783783783784
16	ZnCA2	Con2	ZnCA	Con	0.737945945945946
17	ZnCA2	Con3	ZnCA	Con	0.6872162162162162
18	ZnCA2	Con4	ZnCA	Con	0.6637027027027027
19	ZnCA2	Con5	ZnCA	Con	0.7004324324324325
20	ZnCA3	Con1	ZnCA	Con	0.6746756756756757
21	ZnCA3	Con2	ZnCA	Con	0.6678378378378378
22	ZnCA3	Con3	ZnCA	Con	0.6328918918918919
23	ZnCA3	Con4	ZnCA	Con	0.6259189189189189
24	ZnCA3	Con5	ZnCA	Con	0.6618918918918919
25	ZnCA4	Con1	ZnCA	Con	0.6933783783783783
26	ZnCA4	Con2	ZnCA	Con	0.714081081081081
27	ZnCA4	Con3	ZnCA	Con	0.6613243243243243
28	ZnCA4	Con4	ZnCA	Con	0.6218108108108108
29	ZnCA4	Con5	ZnCA	Con	0.6747297297297298
30	ZnCA5	Con1	ZnCA	Con	0.6677567567567567
31	ZnCA5	Con2	ZnCA	Con	0.6871891891891891
32	ZnCA5	Con3	ZnCA	Con	0.6357297297297297
33	ZnCA5	Con4	ZnCA	Con	0.6120810810810811
34	ZnCA5	Con5	ZnCA	Con	0.6571081081081082
35	ZnCA1	DSS1	ZnCA	DSS	0.3671621621621622
36	ZnCA1	DSS2	ZnCA	DSS	0.36889189189189187
37	ZnCA1	DSS3	ZnCA	DSS	0.4396216216216216
38	ZnCA1	DSS4	ZnCA	DSS	0.40362162162162163
39	ZnCA1	DSS5	ZnCA	DSS	0.40675675675675677
40	ZnCA2	DSS1	ZnCA	DSS	0.3477297297297297
41	ZnCA2	DSS2	ZnCA	DSS	0.3104054054054054
42	ZnCA2	DSS3	ZnCA	DSS	0.3251891891891892
43	ZnCA2	DSS4	ZnCA	DSS	0.4127837837837838
44	ZnCA2	DSS5	ZnCA	DSS	0.46213513513513516
45	ZnCA3	DSS1	ZnCA	DSS	0.314
46	ZnCA3	DSS2	ZnCA	DSS	0.37348648648648647
47	ZnCA3	DSS3	ZnCA	DSS	0.34843243243243244
48	ZnCA3	DSS4	ZnCA	DSS	0.39937837837837836
49	ZnCA3	DSS5	ZnCA	DSS	0.5758648648648649
50	ZnCA4	DSS1	ZnCA	DSS	0.3784324324324324
51	ZnCA4	DSS2	ZnCA	DSS	0.3342972972972973
52	ZnCA4	DSS3	ZnCA	DSS	0.3858378378378378
53	ZnCA4	DSS4	ZnCA	DSS	0.4127837837837838
54	ZnCA4	DSS5	ZnCA	DSS	0.44413513513513514
55	ZnCA5	DSS1	ZnCA	DSS	0.34383783783783783
56	ZnCA5	DSS2	ZnCA	DSS	0.3452972972972973
57	ZnCA5	DSS3	ZnCA	DSS	0.38064864864864867
58	ZnCA5	DSS4	ZnCA	DSS	0.396
59	ZnCA5	DSS5	ZnCA	DSS	0.44551351351351354
60	ZnCA1	ZCAh1	ZnCA	ZCAh	0.31824324324324327
61	ZnCA1	ZCAh2	ZnCA	ZCAh	0.2600810810810811
62	ZnCA1	ZCAh3	ZnCA	ZCAh	0.3142162162162162
63	ZnCA1	ZCAh4	ZnCA	ZCAh	0.2720810810810811
64	ZnCA1	ZCAh5	ZnCA	ZCAh	0.20218918918918918
65	ZnCA2	ZCAh1	ZnCA	ZCAh	0.31448648648648647
66	ZnCA2	ZCAh2	ZnCA	ZCAh	0.2622702702702703
67	ZnCA2	ZCAh3	ZnCA	ZCAh	0.30986486486486486
68	ZnCA2	ZCAh4	ZnCA	ZCAh	0.23672972972972972
69	ZnCA2	ZCAh5	ZnCA	ZCAh	0.30745945945945946
70	ZnCA3	ZCAh1	ZnCA	ZCAh	0.2923513513513514
71	ZnCA3	ZCAh2	ZnCA	ZCAh	0.2927567567567568
72	ZnCA3	ZCAh3	ZnCA	ZCAh	0.34654054054054056
73	ZnCA3	ZCAh4	ZnCA	ZCAh	0.32154054054054054
74	ZnCA3	ZCAh5	ZnCA	ZCAh	0.34313513513513516
75	ZnCA4	ZCAh1	ZnCA	ZCAh	0.28986486486486485
76	ZnCA4	ZCAh2	ZnCA	ZCAh	0.24916216216216217
77	ZnCA4	ZCAh3	ZnCA	ZCAh	0.25145945945945947
78	ZnCA4	ZCAh4	ZnCA	ZCAh	0.2262972972972973
79	ZnCA4	ZCAh5	ZnCA	ZCAh	0.31308108108108107
80	ZnCA5	ZCAh1	ZnCA	ZCAh	0.2574054054054054
81	ZnCA5	ZCAh2	ZnCA	ZCAh	0.21305405405405406
82	ZnCA5	ZCAh3	ZnCA	ZCAh	0.2656486486486486
83	ZnCA5	ZCAh4	ZnCA	ZCAh	0.20997297297297296
84	ZnCA5	ZCAh5	ZnCA	ZCAh	0.2184054054054054
85	ZnCA1	ZCAm1	ZnCA	ZCAm	0.4758918918918919
86	ZnCA1	ZCAm2	ZnCA	ZCAm	0.33978378378378377
87	ZnCA1	ZCAm3	ZnCA	ZCAm	0.31067567567567567
88	ZnCA1	ZCAm4	ZnCA	ZCAm	0.35264864864864864
89	ZnCA1	ZCAm5	ZnCA	ZCAm	0.24727027027027026
90	ZnCA2	ZCAm1	ZnCA	ZCAm	0.46745945945945944
91	ZnCA2	ZCAm2	ZnCA	ZCAm	0.2868918918918919
92	ZnCA2	ZCAm3	ZnCA	ZCAm	0.3615135135135135
93	ZnCA2	ZCAm4	ZnCA	ZCAm	0.2823243243243243
94	ZnCA2	ZCAm5	ZnCA	ZCAm	0.2574864864864865
95	ZnCA3	ZCAm1	ZnCA	ZCAm	0.4209189189189189
96	ZnCA3	ZCAm2	ZnCA	ZCAm	0.28802702702702704
97	ZnCA3	ZCAm3	ZnCA	ZCAm	0.36364864864864865
98	ZnCA3	ZCAm4	ZnCA	ZCAm	0.28583783783783784
99	ZnCA3	ZCAm5	ZnCA	ZCAm	0.3242432432432432
100	ZnCA4	ZCAm1	ZnCA	ZCAm	0.438972972972973
101	ZnCA4	ZCAm2	ZnCA	ZCAm	0.3667027027027027
102	ZnCA4	ZCAm3	ZnCA	ZCAm	0.2915945945945946
103	ZnCA4	ZCAm4	ZnCA	ZCAm	0.30475675675675673
104	ZnCA4	ZCAm5	ZnCA	ZCAm	0.2684594594594595
105	ZnCA5	ZCAm1	ZnCA	ZCAm	0.43554054054054053
106	ZnCA5	ZCAm2	ZnCA	ZCAm	0.29386486486486485
107	ZnCA5	ZCAm3	ZnCA	ZCAm	0.3265945945945946
108	ZnCA5	ZCAm4	ZnCA	ZCAm	0.27986486486486484
109	ZnCA5	ZCAm5	ZnCA	ZCAm	0.20216216216216215
