geneID	Control_1	Control_2	Control_3	DSS_1	DSS_2	DSS_3	ZnCA_1	ZnCA_2	ZnCA_3
ENSMUSG00000044770	32.21	26.89	30.8	14.53	10.64	4.83	12.14	15.78	13.23
ENSMUSG00000025931	6.97	4.73	3.72	9	7.92	5.05	7.22	11.39	10.04
ENSMUSG00000042401	0.32	0.65	0.29	3.58	1.64	1.35	1.41	1.27	0.52
ENSMUSG00000078153	6.06	3.28	3.58	15.29	7.55	17.98	6.67	3.04	7.56
ENSMUSG00000091705	70.69	69.4	55.82	26.33	59.04	62.31	97.56	196.1	106.08
ENSMUSG00000052353	0.47	0.38	0.33	24.37	8.62	5	10.84	4.16	0.9
ENSMUSG00000027078	14.7	9.99	13.62	27.19	23.6	74.81	47.18	35.47	40.34
ENSMUSG00000003363	29.37	23.55	26.27	60.27	56.31	38.92	37.19	45.84	31.74
ENSMUSG00000063687	0.25	0.25	0.41	0.98	0.93	0.68	0.49	0.43	0.34
ENSMUSG00000038193	15.31	15.39	11.88	32.72	29.51	26.77	15.42	17.85	18.67
ENSMUSG00000076586	83.71	57.36	29.67	91.27	30.72	434.89	107.31	114.42	141.66
ENSMUSG00000022893	8.2	8.84	4.62	40.38	35.71	31.68	18.25	12.39	14.84
ENSMUSG00000071552	0.51	0.62	0.6	3.41	1.91	3.31	3.91	3.25	0.4
ENSMUSG00000030589	2.1	1.74	1.93	8.54	3.93	8.35	4.24	4.76	2.91
ENSMUSG00000098789	7.98	6.63	9.49	3.85	4.18	2.4	5.56	4.5	4.52
ENSMUSG00000022571	50.1	39.2	39.99	25.34	25.27	13.65	25.08	33.99	27.26
ENSMUSG00000079197	185.33	215.33	209.87	336.16	233.18	524.18	490.16	455.95	534.94
ENSMUSG00000024235	4.48	4.33	5.89	9.96	12.26	9.32	7.38	3.5	4.2
ENSMUSG00000019929	361.63	433.2	455.72	1526.53	827.64	686.94	636.09	823.77	466.35
ENSMUSG00000049775	951.8	1108.14	1037.28	2293.78	2077.91	2679.53	2300.43	3231.27	1916.24
ENSMUSG00000070436	74.15	89.42	69.88	204.68	145.88	148.9	78.31	141.46	103.41
ENSMUSG00000051483	199.49	189.49	177.57	95.25	129.96	48	109.01	200.37	133.31
ENSMUSG00000054074	0.76	0.72	1.4	1.11	3.2	1.99	1	0.5	1.05
ENSMUSG00000079227	2.42	0.67	0.84	10.56	4.85	14.99	14.35	5.81	4.01
ENSMUSG00000046613	5	6.56	5.6	2.57	5.11	2.81	2.11	0.94	1.36
ENSMUSG00000039377	9.95	9.15	9.84	15.46	24.95	16.67	9.38	18.32	9.25
ENSMUSG00000020227	3.25	2.83	2.99	11.2	8.39	6.72	5.73	4.67	4.27
ENSMUSG00000025402	7.64	7.56	6.71	17.66	14.55	14.34	10.72	9.95	15.49
ENSMUSG00000018339	101.8	91.56	78.99	399.26	298.48	207.31	157.06	304.9	87.26
ENSMUSG00000024597	104.79	98.14	103.03	66.44	37.25	27.19	42.33	84.35	27.36
ENSMUSG00000135557	3.6	3.7	4.7	2.18	1.74	1.12	1.25	1.19	1.02
ENSMUSG00000043439	0.28	0.39	0.08	1.31	0.74	0.7	1.08	3.01	0.48
ENSMUSG00000026117	0.71	0.89	0.44	4.61	3.83	3.67	2.79	2.94	1.42
ENSMUSG00000062593	4.17	4.39	2.34	32.47	16.12	26.71	14.61	12.4	14.18
ENSMUSG00000025058	0.19	0.39	0.45	1.18	0.95	1.1	0.99	0.39	0.65
ENSMUSG00000023274	3.22	2.62	6.08	19.76	13.58	13.79	12.58	8.08	7.83
ENSMUSG00000023914	112.27	117.02	122.8	30.16	61.42	19.61	29.12	106.3	46.04
ENSMUSG00000026198	14.63	14.66	12.21	9.33	8.09	5.67	10.19	20.52	8.64
ENSMUSG00000140892	9.64	6.69	7.68	13.14	26.67	24.45	6.51	7.16	8.37
ENSMUSG00000031662	5.16	3.42	3.9	15.6	13.47	16.6	11.09	17.52	7.13
ENSMUSG00000031621	0.22	0.16	0.1	16.66	22.93	9.23	9.87	53.33	8.63
ENSMUSG00000114608	3.87	2.36	4.08	20.08	11.2	22.3	12.59	13.07	8.05
ENSMUSG00000038011	0.14	0.2	0.14	0.3	0.7	0.42	0.11	0.09	0.22
ENSMUSG00000026042	35.84	34.95	27.92	129.94	57.97	55.99	41.9	64.29	29.68
ENSMUSG00000097649	6.86	5.66	7.61	2.36	2.24	1.67	2.03	1.37	2.54
ENSMUSG00000020839	1.33	1.8	0.71	2.5	3.41	2.27	6.76	108.16	1.61
ENSMUSG00000026228	1.73	2.01	0.78	6.99	3.97	4	3.07	4.3	3.89
ENSMUSG00000027347	1.08	1	0.9	3.83	4.04	5.3	3.48	2.03	2.26
ENSMUSG00000015405	6.41	5.81	10.28	0.93	1.91	2	1.47	9.45	2.24
ENSMUSG00000108064	1	0.55	0.44	1.14	1.29	1.52	0.67	0.93	1.03
ENSMUSG00000016995	2.26	1.91	1.12	9.96	2.13	3.12	2.49	2.17	2.32
ENSMUSG00000030107	3.28	0.75	1.36	5.05	9.58	49.73	23.4	8.44	10.82
ENSMUSG00000061517	3.08	1.75	2.53	1.79	1.45	0.36	1.33	1.45	1.8
ENSMUSG00000052125	1.3	1.78	1.46	6.7	8.26	7.3	4.16	3.25	2.5
ENSMUSG00000071324	0.81	1.02	0.27	2	1.74	1.55	0.73	0.84	0.78
ENSMUSG00000112148	9.73	8.6	8.89	85.88	28.22	52.56	44.3	28.34	28.43
ENSMUSG00000049723	5.7	2.11	1.56	21.57	9.67	9.58	14.13	7.74	13.7
ENSMUSG00000050014	1.32	0.86	1.3	2.36	3.07	13.75	8.08	2.82	6.59
ENSMUSG00000111116	0.22	0.42	0.3	1.04	0.55	0.91	0.97	1.05	0.53
ENSMUSG00000038811	13.13	17.09	16.9	52.04	29.76	29.74	29.81	26.4	22.55
ENSMUSG00000085696	10.15	9.29	6.69	4.57	5.34	2.25	4.89	11.5	4.85
ENSMUSG00000040710	1.9	2.18	2.86	7.96	5.09	6.74	4.09	3.27	3.67
ENSMUSG00000031497	10.12	11.41	8.49	32.85	25.95	23.9	17.36	11.4	14.11
ENSMUSG00000032532	0.2	1.05	1.47	8.52	3.15	3.77	6.45	8.7	2.33
ENSMUSG00000051457	0.85	0.99	1.39	8.74	4.56	6.35	5.12	3.91	2.11
ENSMUSG00000108500	1.61	1.23	1.71	0.59	1.17	0.65	0.41	0.67	0.73
ENSMUSG00000053835	3.13	2.3	2.1	7.89	4.5	14.86	6.53	4.72	5.98
ENSMUSG00000044340	17.56	14.72	14.64	7.43	9.42	6.02	6.09	3.99	9.78
ENSMUSG00000067780	2.21	2.59	1.96	11.18	3.13	4.13	4.15	3.45	1.94
ENSMUSG00000104011	7.95	9.62	11.11	2.46	5.51	2.68	3.53	4.44	4.3
ENSMUSG00000026786	4.62	6.19	4.62	18.57	11.59	12.76	10.37	14.34	7.37
ENSMUSG00000074785	0.57	0.63	1.35	5.82	3.19	3.02	3.82	1.97	2.35
ENSMUSG00000036353	2.56	2.32	2.75	4.56	5.59	6.64	3.65	2.51	3.97
ENSMUSG00000003484	2.72	2.79	3.44	26.25	14.36	18.21	15.81	13.71	5.98
ENSMUSG00000034792	1.27	2.45	1.49	2.81	2.47	3.19	1.42	2.62	2.19
ENSMUSG00000036805	32.59	28.48	17.71	16.52	9.41	6.21	19.13	39.45	22.75
ENSMUSG00000121484	0.27	1.35	0.39	6.34	4.34	6.03	2.44	3.65	1.5
ENSMUSG00000026692	10.81	9.01	8.92	2.95	4.98	2.66	4.39	1.72	4.92
ENSMUSG00000028063	430.15	325.43	216.77	161.37	165.56	106.53	118.18	112.27	302.83
ENSMUSG00000022422	5.43	4.2	1.96	2.25	0.25	0.93	2.15	1.98	1.15
ENSMUSG00000005677	3.85	4.29	5.68	1.47	5.06	0.21	0.75	0.74	0.81
ENSMUSG00000040938	12.58	14.88	10.7	2.32	2.96	1.32	1.23	3.69	2.76
ENSMUSG00000040434	8.72	7.2	6.58	2.46	2.64	3.1	3.47	4.01	2.91
ENSMUSG00000031825	37.91	37.02	20.96	117.67	108.96	64.43	48.24	47.26	47.15
ENSMUSG00000104686	2.28	2.27	3.36	1.24	1.48	0.57	0.72	0.24	0.97
ENSMUSG00000039221	248.8	329.74	376.24	320.92	206.59	265.49	453.84	677.59	330.45
ENSMUSG00000074896	8.37	4.09	5.82	9.78	20.46	83.53	30.65	18.18	19.46
ENSMUSG00000029553	0.58	0.84	1.33	4.62	3.82	3.46	2.4	2.14	1.45
ENSMUSG00000022847	4.89	2.07	4.45	6.72	13.24	8.84	6.01	3.88	6.08
ENSMUSG00000113581	1.87	1.3	0.56	3.62	4.24	1.3	1.07	1.89	1.76
ENSMUSG00000038147	3.18	3.68	4.36	19.08	14.21	15.32	10.4	9.88	8.79
ENSMUSG00000046718	40.7	36.37	32.35	75.38	63.46	190.08	127.94	99.36	95.7
ENSMUSG00000049001	2.54	0.64	0.92	1.14	0.95	0.23	0.29	0.24	0.16
ENSMUSG00000029541	3.33	3.8	5.44	0.42	0.07	0	0.39	2.14	0.31
ENSMUSG00000028597	3.97	4.63	4.45	12.23	8.46	8.84	10.47	9.55	3.69
ENSMUSG00000031490	13.23	12.16	15.25	40.79	33.57	30.16	19.8	23.33	17.68
ENSMUSG00000042745	474.24	266.43	300.68	176.34	677.42	327.63	166.84	117.67	117.86
ENSMUSG00000048163	7.46	5.72	6.87	44.56	30.97	32.88	29.14	20.86	15.89
ENSMUSG00000066438	1.79	4.14	2.25	0.59	0.66	0.86	0.65	0.74	1.13
ENSMUSG00000032204	0	0.24	0.41	2.41	0.79	0.71	0.64	0.57	0.51
ENSMUSG00000075296	6.73	4.53	4.57	1.59	3.47	2.3	4.01	3.85	6.85
ENSMUSG00000071356	0	0	0	73.86	3.54	6705.12	8152.51	10262.22	2.94
ENSMUSG00000092517	0.33	0.49	0.42	1.9	3.61	11.55	7.45	26.84	2.74
ENSMUSG00000039037	0.41	0.52	0.66	2.02	1.53	1.54	1.37	0.97	0.87
ENSMUSG00000057841	1601.22	1887.97	2218.28	1594.01	981.88	1081.51	2134.34	2886.63	1540.36
ENSMUSG00000032094	0.06	0.42	0.52	2.76	1.45	3.32	3.32	4.3	0.98
ENSMUSG00000129449	1.28	3.52	2.4	3.44	5.08	2.79	1.3	0.84	1.8
ENSMUSG00000051499	1.79	2.07	1	0.87	0.34	0.32	0.33	0.56	0.72
ENSMUSG00000111227	2.12	1.49	1.01	0.53	0.51	0.23	0.89	0.35	1.61
ENSMUSG00000053182	10.78	14.87	13.2	3.04	3.92	2.21	3.39	6.31	3.51
ENSMUSG00000048078	4.92	3.26	3.86	2.03	1.89	0.88	1.46	1.81	0.65
ENSMUSG00000041479	2.73	2.24	2.5	4.35	4.3	4.46	1.97	1.49	2.24
ENSMUSG00000074141	4.4	2.54	1.75	13.44	12.81	13.52	10.82	3.8	9.05
ENSMUSG00000018593	261.68	282.34	203.89	944.31	367.77	398.27	381.33	659.17	201.89
ENSMUSG00000039013	0.44	0.35	0.13	2.48	0.56	1.73	0.72	1.53	0.87
ENSMUSG00000022651	0.26	0.74	1.19	341.28	24.85	28.94	55.83	90.62	6.85
ENSMUSG00000029925	4.16	4.75	3.48	7.29	7.52	12.54	8.72	7.42	7.04
ENSMUSG00000029070	69.22	66.37	62.86	175.22	157.33	114.02	77.11	102.06	57.92
ENSMUSG00000099757	3.05	5.24	4.19	15.09	6.11	10.58	4.81	4.44	5.26
ENSMUSG00000071551	80.61	98.36	79.76	34.15	12.79	9.42	45.45	151.58	86.58
ENSMUSG00000020143	2.42	2.75	2.33	13.13	8.03	10.87	6.35	5.11	6.16
ENSMUSG00000023073	1.16	2.64	2.76	16.45	6.77	3.19	4.81	16.67	7.04
ENSMUSG00000073409	12.34	10.19	14.15	73.99	51.97	56.79	68.53	45.81	27.78
ENSMUSG00000035356	26.38	14.13	12.46	47.21	67.04	53.78	32.28	20.73	29.02
ENSMUSG00000024672	6.56	10.12	9.13	36.57	33.11	34.35	41.17	40.11	28.61
ENSMUSG00000120013	2.64	3.35	5.71	1.62	3.73	1.61	0.51	1.88	0.91
ENSMUSG00000051627	0.3	0.31	0.66	1.62	5.75	1.55	0.67	0.58	2.46
ENSMUSG00000085747	3.44	1.94	1.9	5.31	13.71	6.72	3.68	3.08	4.41
ENSMUSG00000087291	47.31	58.05	38.34	12.76	48.92	33.31	12.05	11.62	22.75
ENSMUSG00000028927	0.62	1	0.54	2.4	2.12	2.41	2.24	4.23	0.94
ENSMUSG00000026205	1.57	1.25	1.8	0.54	1.49	1.34	2.44	4.51	2.54
ENSMUSG00000027175	3.21	3.94	2.58	3.49	4.73	6.05	4.22	3.92	4.09
ENSMUSG00000028358	15.06	11.31	12.69	4.2	4.57	2	3.17	1.77	7.9
ENSMUSG00000096410	286.5	219.26	108.35	258.21	208.17	206.54	342.86	378.62	323.14
ENSMUSG00000026950	0.21	0.38	0.18	1.41	1.26	0.57	0.78	0.08	0.27
ENSMUSG00000074195	1.96	0.97	1.12	1339.67	2103.69	2452.73	563.85	100.23	225.23
ENSMUSG00000025915	3.71	4.28	3.14	9.57	8.51	9.8	5.75	6.4	6.09
ENSMUSG00000041268	2.4	2.78	2.4	7.35	5.86	5.64	2.47	2.4	2.93
ENSMUSG00000142613	1.92	1.8	1.78	4.61	4.81	7.08	0.58	2.06	2.47
ENSMUSG00000006777	6.62	4.33	3.63	12.34	21.63	12.01	9.24	4.85	10.5
ENSMUSG00000108688	74.4	59.22	57.72	14.67	29.03	17.19	27.96	51.69	39.06
ENSMUSG00000059742	1.11	0.78	0.74	0.22	0.26	0.39	0.29	0.28	0.68
ENSMUSG00000120996	13.67	7.94	10	20.32	75.11	52.96	17.39	11.91	8.86
ENSMUSG00000056293	306.68	277.76	322.63	89.52	131.25	61.12	139.69	118.27	352.22
ENSMUSG00000062480	0.26	0.46	0.05	4.74	1.55	0.84	0.72	1.03	0.14
ENSMUSG00000032878	0.42	0.34	0.51	0.98	1.1	1	0.66	0.64	0.32
ENSMUSG00000028194	8.51	4.43	2.9	37.41	30.69	22.91	23.26	26.36	27.97
ENSMUSG00000102389	1.37	0.51	0.83	0.16	0.25	0.08	0.49	0.05	0.49
ENSMUSG00000045730	2.99	3.33	2.89	4.13	5.51	7.37	2.28	1.7	2.68
ENSMUSG00000001823	6.36	4.6	7.32	2.34	3.62	2.54	0.73	0.22	1.31
ENSMUSG00000000440	28.79	19.63	28.28	21.57	20.86	10.83	24.73	47.37	22.25
ENSMUSG00000027761	22.94	26.76	17.5	12.6	5.65	1.59	16.5	20.82	18.89
ENSMUSG00000087060	4.66	7.65	7.27	3.1	1.06	0.74	3.72	3.89	1.23
ENSMUSG00000022096	23.36	15.83	13.54	8.89	9.54	4.74	4.46	10.29	8.13
ENSMUSG00000026104	66.66	26.26	22.13	64.55	82.97	348.22	171.73	95.21	145.4
ENSMUSG00000123342	95.31	101.58	92.67	369.41	223.73	285.86	253.94	235.44	181.68
ENSMUSG00000037613	1.32	1.85	1.09	9.5	4.34	2.81	2.38	6.17	1.84
ENSMUSG00000045502	1.54	0.77	0.57	4.98	2.57	4.86	4.44	2.04	2.43
ENSMUSG00000020057	4.28	2.94	3.41	23.91	12.39	17.75	9.29	8.93	7.06
ENSMUSG00000121042	24.97	20.22	38.59	35.31	26.09	26.1	51.94	44.09	46.16
ENSMUSG00000018169	5.48	1.91	1.94	7.69	6.83	6.82	4.52	4.37	2.83
ENSMUSG00000134746	19.68	13.1	15.82	33.25	62.72	45.32	18.5	12.19	27.67
ENSMUSG00000040528	2.66	5.38	5.69	13.51	8.13	12.35	11.45	8.71	5.69
ENSMUSG00000028415	895.45	1000.22	743.42	1309.05	1692.71	1475.13	2851.63	2272.57	2263.76
ENSMUSG00000030283	0.31	0.38	0.08	0.84	0.8	1.18	0.64	0.2	0.55
ENSMUSG00000042529	0.49	0.75	0.27	0.92	2.16	1.58	0.82	0.63	0.43
ENSMUSG00000000706	0.21	0.1	0.05	0.76	0.68	0.73	1.08	0.53	1.28
ENSMUSG00000067719	94.79	37.38	11.17	76.6	50.35	100.99	90.44	97.6	115.34
ENSMUSG00000027333	28.44	21.01	18.17	52.3	49.07	59.54	43.55	30.83	46.35
ENSMUSG00000027670	0.36	0.17	0.07	1.22	1.21	1.7	1.63	1.3	0.86
ENSMUSG00000051439	46.58	36.07	33.98	134.09	145.46	126.56	76.65	46.56	59.53
ENSMUSG00000096606	1.37	1.05	1.18	2.88	2.71	2.5	1.68	1.58	1.85
ENSMUSG00000122409	26.64	24.61	27.96	11.41	3.4	1.67	7.35	9.46	5.89
ENSMUSG00000034266	1.09	1.05	0.45	14.23	7.12	7.9	7.91	6.88	3.84
ENSMUSG00000038521	103.84	87.34	95.25	361.51	232.07	280.42	194.72	199.94	117.94
ENSMUSG00000040322	120.74	116.08	98.92	61.16	64.2	50.9	77.78	84.28	143.69
ENSMUSG00000053957	2.81	1.84	3.41	0.67	0.88	0.47	0.63	0.71	1.39
ENSMUSG00000023236	5.99	6.99	6.24	14.93	11.84	13	7.91	7.97	9.55
ENSMUSG00000025732	30.04	32.83	22.27	16.14	14.62	5.76	15.22	26.89	17
ENSMUSG00000117975	2.85	2.98	2.55	7.08	4.75	7.45	4.76	3.68	4.38
ENSMUSG00000031289	1.96	1.58	1.79	8.39	3.79	1.7	1.68	0.61	0.88
ENSMUSG00000031539	2.95	3.42	4.11	8.64	6.91	6.23	3.93	3.77	3.51
ENSMUSG00000109904	2.23	2.05	3.07	0.35	0.42	0.22	0.28	1.43	0.31
ENSMUSG00000108368	1.14	1.94	0.92	0.37	0.34	0.57	0.65	1.21	1.66
ENSMUSG00000051486	0.26	0.19	0.23	0.86	0.82	0.44	0.2	0.6	0.21
ENSMUSG00000075389	9.15	9.12	11.63	4.57	5.7	4.15	4.71	4.5	5.93
ENSMUSG00000037033	114.3	104.97	50.24	495.8	377.4	836.88	215.3	70.83	96.42
ENSMUSG00000009687	40.08	41.8	36.41	133.72	99.5	126.82	87.57	110.55	88.27
ENSMUSG00000039936	5.74	3.99	2.61	17.5	15.55	17.69	8.43	9.4	5.78
ENSMUSG00000076583	11.63	11.27	49.25	44.63	22.37	30.45	47.74	33.02	262.05
ENSMUSG00000087231	5.07	3.83	3.72	2.75	2.23	1.11	2.08	4.3	2.14
ENSMUSG00000019437	16.96	14.51	19.43	11.46	10.12	5.41	5.22	9.16	7.64
ENSMUSG00000032661	1.89	0.82	1.2	3.45	8.07	21.45	9.24	5.67	9.72
ENSMUSG00000120885	3.53	2.36	3.22	0.65	1.95	0.43	1.33	2.98	3
ENSMUSG00000016624	10.09	7.85	8.94	3.27	4.14	1.57	3.18	3.61	3.58
ENSMUSG00000040998	1.88	1.75	1.53	3.92	2.57	3.15	2.64	7.14	1.93
ENSMUSG00000025880	28.04	24.49	27.96	16.23	30.53	16.03	11.53	9.57	14.97
ENSMUSG00000063611	4.05	4.77	5.57	10.27	11.08	12.83	7.44	16.95	6.2
ENSMUSG00000086740	1.63	4.75	1.73	0.44	1.19	0.48	0.59	0.53	1.48
ENSMUSG00000041688	9.32	7.43	8.75	5.88	4.52	2.57	3.71	7.14	6.41
ENSMUSG00000027808	50.16	51.76	43.73	87.4	63.75	67.7	77.01	86.74	82.95
ENSMUSG00000111987	3.92	4.18	5.3	6.14	19.85	11.88	5.99	0.98	6.86
ENSMUSG00000022584	16	12.78	9.65	34.21	11.38	60.87	39.34	21.65	25.18
ENSMUSG00000028341	2.75	2.26	1.51	2.64	2.6	2.93	5.8	1.7	6.88
ENSMUSG00000031304	8.11	12.5	9.76	60.87	27.34	50.15	38.28	28.74	24.63
ENSMUSG00000116145	1.29	1.29	1.68	0.17	0.27	0.54	0.36	1.01	1.2
ENSMUSG00000031389	5.81	6.49	4.96	19.8	9.74	10	6.55	5.68	5.96
ENSMUSG00000009092	4.11	4.86	3.22	6.44	3.39	19.58	11.9	8.05	21.18
ENSMUSG00000087107	3.85	3.69	3.42	24.46	11.96	20.26	18.05	13.94	11.38
ENSMUSG00000019876	2.78	1.95	1.98	4.26	1.84	3.29	4.64	4.34	3.96
ENSMUSG00000057058	1.05	1.25	0.89	7.08	3.36	3.51	5.07	3.59	1.86
ENSMUSG00000038692	2.4	1.99	2.53	5.65	5.39	4.9	2.28	7.8	2.62
ENSMUSG00000020641	3.23	2.92	2.37	3.23	5	11.6	11.59	5.55	11.51
ENSMUSG00000085207	5.27	6.99	7.34	2.9	2.84	2.19	2.93	3.82	3.55
ENSMUSG00000023078	10.8	16.71	11.79	648.14	243.4	152.48	103.47	51.4	46.54
ENSMUSG00000026012	0.85	0.93	0.66	2.27	1.27	2.23	1.72	1.11	0.93
ENSMUSG00000027583	1.63	1.47	1.11	2.93	3.47	2.84	2.26	2.17	2.17
ENSMUSG00000000318	5.73	6.37	4.64	18.25	42.4	24.36	22.85	24.55	9.8
ENSMUSG00000028909	11.57	9.54	10.12	6.52	9.93	3.39	2.43	2.57	2.71
ENSMUSG00000027317	102.01	100.99	84.85	101.62	163.78	128.4	148.15	152	188.02
ENSMUSG00000034472	16.85	16.84	14.04	3.41	7.54	4.34	4.07	4.24	9.32
ENSMUSG00000101304	0.75	0.27	0.39	25.71	18.6	31.48	14.68	27.17	1.06
ENSMUSG00000023247	1030.97	1018.19	778.1	252.44	257.58	122.76	475.94	2095.53	1396.74
ENSMUSG00000017493	95.51	94.93	112.55	997.02	501.3	299.08	285.66	439.98	145.87
ENSMUSG00000014905	26.07	29.35	28.23	40.52	40.95	36.36	38.8	26.72	90.74
ENSMUSG00000139649	0.41	0.53	1.67	3.16	7.61	3.54	2.83	0.7	1.73
ENSMUSG00000027398	2.63	1.33	0.5	107.44	39.26	65.14	72.4	28.07	13.22
ENSMUSG00000074004	0.35	0.46	0.37	0.85	0.97	0.42	1.38	26.65	0.41
ENSMUSG00000035165	177.42	177.07	109	98.12	71.04	40.3	91.29	90.87	110.61
ENSMUSG00000031762	183.72	106.16	343.76	882.29	445.34	698.8	482.85	629.11	404.77
ENSMUSG00000060961	48.57	68.02	46.75	6.71	6	6.16	13.91	12.26	43.5
ENSMUSG00000020695	5.93	7.39	5.42	24.12	13.37	9.07	10.04	18.29	6.02
ENSMUSG00000024066	77.99	49.44	62.36	192.47	362.01	436.69	151.65	91.93	127.57
ENSMUSG00000101389	16.55	11.14	5.48	88.61	64.35	61.97	39.8	40.66	27.24
ENSMUSG00000028602	0.16	0.38	0.18	16	8.64	9.54	6.12	0.45	2.48
ENSMUSG00000039131	164.54	203.4	166.97	125.14	75.47	53.2	124.92	157.8	166.59
ENSMUSG00000015850	18.7	17.04	14.67	18.65	32.77	24.11	9.54	9.68	13.79
ENSMUSG00000103560	0.19	0.1	0.2	0.51	0.37	0.25	0.22	0.22	0.16
ENSMUSG00000022206	0.68	1.01	0.41	2.25	1.87	1.51	0.75	1.76	2.08
ENSMUSG00000062456	4.08	10.23	8.95	5	3.55	4.56	9.61	10.7	9.78
ENSMUSG00000028488	15.66	14.25	17.38	9.01	10	3.19	8.05	10.58	9.71
ENSMUSG00000044583	1.39	2.25	3.5	6.23	5.74	5.25	3.34	3.5	4.16
ENSMUSG00000027452	52.19	41.54	47.62	20.82	21.09	14.93	20.92	30.33	27.39
ENSMUSG00000101031	24.54	19.72	21.4	37.88	82.41	40.15	39.24	19.86	50.4
ENSMUSG00000068349	0	0	0	4.19	3.74	13.91	2.3	1.02	0.57
ENSMUSG00000015451	3.03	1.65	2.63	10.57	10.56	13.08	4.01	3.58	4.08
ENSMUSG00000066363	0.67	0.27	0.18	9.57	5.98	22.09	18.42	6.44	4.68
ENSMUSG00000015599	0.33	0.26	0.39	0.66	0.87	0.59	0.35	0.31	0.44
ENSMUSG00000071528	594.28	723.09	509.15	567.16	535.09	589.5	851.96	1104.05	1005.03
ENSMUSG00000022456	1.01	0.9	1.26	2.43	2.89	5.22	1.5	2.23	2.31
ENSMUSG00000047793	11.3	11.62	10.16	22.06	18.08	10.73	3.84	5.42	6.03
ENSMUSG00000039620	2.99	2.05	2.05	1.66	1.17	1.51	1.12	0.74	0.73
ENSMUSG00000031886	55.46	34.1	34.28	94.39	190.7	68.1	71.95	172.1	39.43
ENSMUSG00000026385	297.87	333.9	263.78	459.36	324.54	303.23	524.52	752	511.13
ENSMUSG00000056130	0.67	1.25	1.05	3.16	2.56	2.52	1.84	1.17	1.78
ENSMUSG00000030365	1.29	1.37	1.77	6.32	2.45	6.37	3.01	2.69	2.33
ENSMUSG00000037169	3.52	1.66	2.91	0.62	0.41	0.4	0.49	0.65	0.52
ENSMUSG00000090958	8.07	6.28	5.96	18.42	13.51	9.62	8.69	10.93	11.8
ENSMUSG00000028633	19.84	21.59	12.51	77.9	53.33	36.26	23.33	29.25	24.16
ENSMUSG00000046589	11.83	9.94	8.94	4.28	6.06	2.52	4.85	5.36	10.12
ENSMUSG00000028370	2.53	2.29	1.24	17.21	16.71	10.39	5.57	3.43	4.51
ENSMUSG00000028789	3.58	4.23	4.7	11.1	10.08	6.68	5.33	4.74	5.06
ENSMUSG00000023272	27.1	31.09	22.54	67.66	64.87	49.61	51.56	51.7	137.75
ENSMUSG00000079808	0.4	0.6	0.29	0.78	1.43	1.72	0.98	1.13	1.27
ENSMUSG00000048534	3.93	5.47	5.64	12.61	16.29	19.58	15.2	10.65	6.87
ENSMUSG00000034634	6.13	10.93	6.85	43.22	12.7	33.86	13.27	11.96	12.43
ENSMUSG00000019888	35.88	24.46	13.32	126.81	118	106.37	117.14	176.46	136.04
ENSMUSG00000042821	8.66	5.63	5.45	17.33	21.32	6.91	9.17	9.31	5.42
ENSMUSG00000050931	23.67	20.97	26.79	8.38	11.44	8.37	13.74	12.75	12.95
ENSMUSG00000040380	2.4	2.65	2.81	0.85	1.09	0.59	0.86	0.6	1.14
ENSMUSG00000037161	0.94	1.37	0.86	3.03	3.22	3.36	3.47	4.14	1.99
ENSMUSG00000030208	122.99	128.44	103.09	160.34	100.26	145.86	191.07	422.71	175.75
ENSMUSG00000045392	0.64	0.76	0.63	1.85	1.58	1.71	0.64	0.99	0.37
ENSMUSG00000073077	0.7	0.62	0.39	0.17	0.92	0.2	0.43	1.11	0.24
ENSMUSG00000076695	5.21	20.44	5.13	46.25	4.13	13.86	8.65	34	119.07
ENSMUSG00000051314	5.03	3.5	3.23	7	5.93	6.43	10.76	22.87	5.77
ENSMUSG00000023039	71.2	63.58	54.95	28.87	37.57	19.9	26.9	60.83	72.61
ENSMUSG00000056148	19.6	14.16	12.46	23.58	74.11	58.53	27.9	7.88	28.52
ENSMUSG00000028362	0.14	0.29	0.24	0.84	0.98	0.97	0.97	0.56	0.54
ENSMUSG00000024696	2.8	3.62	3.16	11.94	7.92	10.49	6.66	6.8	5.69
ENSMUSG00000026773	5.04	6.95	5.2	31.31	47.9	52.8	14.9	7.61	10.46
ENSMUSG00000008540	150.12	131.66	103.64	206.95	245.58	201.27	274.06	290.88	235.95
ENSMUSG00000034330	4.27	4.48	3.34	11.83	7.78	10.35	5.94	5.51	5.11
ENSMUSG00000017692	1.71	1.87	1.51	6.14	3.24	3.13	2.08	4.89	2.08
ENSMUSG00000028262	4.58	7.91	3.11	25.28	36.47	56.78	6.1	3.23	4.36
ENSMUSG00000058975	0.39	0.3	0.34	0.5	0.96	0.57	0.23	0.22	0.15
ENSMUSG00000121069	44.92	45.55	46.69	294.78	167.26	166.46	105.42	93.63	73.1
ENSMUSG00000084939	3.95	3.42	4.83	0.56	0.68	0.5	1.14	5.85	0.14
ENSMUSG00000131782	0.79	1.55	2.65	5.59	18.13	9.11	2.34	2.67	1.12
ENSMUSG00000032724	7.81	7.69	6.56	4.06	5.71	5.15	2.94	1.42	3.9
ENSMUSG00000039518	1.44	1.03	1.14	0.28	0.85	0.33	0.49	0.47	0.69
