geneID	Control_1	Control_2	Control_3	DSS_1	DSS_2	DSS_3	ZnCA_1	ZnCA_2	ZnCA_3
ENSMUSG00000023092	551.43	665.33	572.34	191.04	310.37	178.6	152.14	144.53	419.57
ENSMUSG00000030651	0.03	0.58	0.26	0.99	0.73	3.12	0.7	0.5	0.53
ENSMUSG00000038167	20.47	13.67	9.06	4.34	6.85	4.96	4.66	6.01	8.82
ENSMUSG00000001131	4.44	6.91	3.17	79.2	23.82	28.58	30.83	72.12	12.57
ENSMUSG00000024885	4.78	4.5	6.15	17.37	11.72	13.22	12.44	15.22	7.55
ENSMUSG00000006958	6.36	4.69	3.84	15.51	16.56	14.86	6.86	5.05	8.15
ENSMUSG00000037872	6.76	6.16	6.04	21.94	24.22	15.83	9.97	8.22	10.55
ENSMUSG00000030737	11.5	10.4	10.87	18.68	26.89	17.21	11.5	15.35	10.82
ENSMUSG00000044197	5.08	3.73	3.93	10.27	14.63	12.26	6.01	3.21	5.13
ENSMUSG00000095788	0.14	0.25	0.24	5.36	4.29	7.76	3.36	3.52	2.12
ENSMUSG00000047139	174.69	217.28	164.05	116.8	51.38	53.47	102.74	283.81	84.74
ENSMUSG00000020163	328.23	408.31	374.18	395.81	253.48	255.02	457.34	657.17	446.53
ENSMUSG00000025498	43.74	33.17	32.55	43.12	70.65	123.18	76.5	54.81	73.02
ENSMUSG00000052736	0.19	0.21	0.09	1.4	1.17	1.09	0.89	0.55	0.33
ENSMUSG00000028717	0.82	0.69	0.52	1.48	1.97	1.84	0.58	0.49	1.21
ENSMUSG00000025352	1.45	1.67	1.2	5.41	2.96	2.3	2	3.31	1.78
ENSMUSG00000034285	42.26	46.22	39.96	27.76	18.5	10.28	31.52	46.36	28.78
ENSMUSG00000032271	3.73	5.56	6.15	18.9	7.79	12.72	12.15	16.05	7.65
ENSMUSG00000105655	1.55	1.67	1.43	1.1	0.78	0.65	0.42	0.67	0.67
ENSMUSG00000052013	2.63	6.13	3.09	13.08	6.66	5.46	4.78	3.52	3.71
ENSMUSG00000005057	0.99	0.75	0.45	5.63	3.15	2.49	2.34	1.87	1.27
ENSMUSG00000007908	0.89	1.13	1.12	2.29	2.31	1.56	0.91	1.03	0.98
ENSMUSG00000025044	5.83	2.32	3.32	33.61	13.9	24.07	12.65	14.85	12.52
ENSMUSG00000024818	3.54	3.89	3.84	9.8	9.6	8.57	6.24	6.05	4.01
ENSMUSG00000028115	10.09	8.04	8.35	1.57	4.27	1.4	3.77	2.37	5.64
ENSMUSG00000045827	5.84	5.82	5.45	13.99	11.08	17.85	13.4	10.4	12.63
ENSMUSG00000015437	0.85	0.34	0.27	13.82	4.27	10.81	9.14	13.68	2.38
ENSMUSG00000026489	65.96	45.4	63.63	18.29	14.81	10.27	15.86	15.74	16.56
ENSMUSG00000042251	4.81	5.21	6.11	0.66	1.53	0.43	1.29	3.34	2.43
ENSMUSG00000027656	0.79	0.61	0.68	5.82	1.63	1.72	3.04	4.42	1.3
ENSMUSG00000121044	2.53	1.88	0.46	7.84	5.57	8.45	5.65	4.6	3.4
ENSMUSG00000021775	47.8	58.44	70.05	31.31	41.23	24.19	14.14	16.33	25.66
ENSMUSG00000090942	0.57	0.34	0.44	1.82	2.33	13.67	5.46	1.43	3.54
ENSMUSG00000035936	7.82	6.69	6.16	3.92	3.53	2.48	3.75	6.28	3.48
ENSMUSG00000023057	14.29	11.95	10.86	6.16	5.49	2.41	39.07	452.69	31.59
ENSMUSG00000062082	0.23	0.06	0.44	2.49	2.12	3.43	2.57	1.19	2.02
ENSMUSG00000049502	27.81	17.17	19.88	31.27	49.37	85.07	44.46	23.29	42.66
ENSMUSG00000024131	0.4	0.21	0.53	2.24	5.01	0.51	3.36	41.02	0.41
ENSMUSG00000053318	2.1	0.93	2.04	8.29	7.96	27.76	14.44	7.08	7.4
ENSMUSG00000054435	6.09	10.66	9.64	46.67	24.23	33.45	28.44	23.03	15.42
ENSMUSG00000030047	2.06	2.74	1.89	11.84	5.79	6.59	4.42	4.05	3.78
ENSMUSG00000000983	9.03	12.75	6.05	390.13	423.48	713.42	209.55	45.96	59.34
ENSMUSG00000043157	1.09	1.98	1.81	7.5	5.06	5.92	2.91	3.96	2.7
ENSMUSG00000073433	2.05	2.1	0.61	2.23	1.92	9.61	26.01	3.6	1.68
ENSMUSG00000112008	6.22	6.48	6.33	1.56	2.71	2.89	2.16	2.15	3.52
ENSMUSG00000038390	2.37	2.46	2.76	6.31	5.34	4.41	2.32	4.32	2.72
ENSMUSG00000030124	2.28	1.34	1.04	4.17	6.27	8.18	5.21	4.54	2.75
ENSMUSG00000015355	4.69	4.89	5.03	24.59	14.25	22.02	17.55	17.7	13.45
ENSMUSG00000030278	6.92	3.92	3.99	12.49	17.61	24.75	11.04	26.69	18.81
ENSMUSG00000045027	0	0	0	7.6	1.1	3.71	1.76	1.41	0.19
ENSMUSG00000024640	3.47	4.18	3.59	17.15	6.02	7.37	11.65	13.97	5.72
ENSMUSG00000032279	114.38	133.11	109.33	82.48	57.11	35.18	64.57	66.33	94.27
ENSMUSG00000028132	10.11	9.29	6.4	3.13	4.58	4.04	6.32	6.94	8.92
ENSMUSG00000060594	3.4	4.32	3.95	10.41	11.61	7.53	4.99	7.03	4.2
ENSMUSG00000104535	1.37	1.5	1.15	0.1	0.26	0.19	0.2	0.24	0.45
ENSMUSG00000140700	4.4	10.63	7.51	159.13	45.52	68.77	46.06	57.01	25.16
ENSMUSG00000059430	785.52	1683.23	1104.19	298.31	709.77	568.56	602.44	802.41	1535.1
ENSMUSG00000050957	6.45	6.19	5.46	6.19	5.66	6.71	10.14	13.57	10.61
ENSMUSG00000054169	26.34	29.65	30.5	19.59	31.56	17.07	29.7	57.2	36.3
ENSMUSG00000109866	1.44	1.44	0.99	4.93	2.58	1.92	3.03	2.22	2.59
ENSMUSG00000093894	78.13	54.84	62.42	215.81	65.05	114.59	79.38	611.21	145.11
ENSMUSG00000054555	0.3	0.63	0.21	4.04	2.78	4.43	1.8	2.1	0.6
ENSMUSG00000055612	40	44.65	35.6	23.3	10.73	6.31	15.38	25.49	7.3
ENSMUSG00000023367	100.21	100.68	115.55	406.01	271.81	224.05	179.88	257.16	133.5
ENSMUSG00000111977	1.06	1.03	0.56	1.6	2.29	1.83	0.84	1.32	1.14
ENSMUSG00000025665	1.43	2.28	1.66	0.72	0.57	0.69	0.45	0.69	0.33
ENSMUSG00000053541	0.18	0.29	0.31	1.18	0.71	0.87	0.39	0.04	0.42
ENSMUSG00000029915	2.56	1.33	2.56	13.28	7.55	11.3	8.34	5.1	3.78
ENSMUSG00000032883	160.54	171.14	154.22	43.07	43.87	23.21	43.93	50.94	79.77
ENSMUSG00000029811	199.08	170.65	216.83	57.06	77.13	17	60.45	49.78	108.67
ENSMUSG00000056758	5.61	6.65	6	0.94	0.34	0.12	0.8	3.11	0.48
ENSMUSG00000047910	0.7	0.84	0.64	1.79	1.46	1.82	0.86	0.72	1.18
ENSMUSG00000024747	11.42	12.04	9.04	3.03	2.23	3.24	4.6	7.17	5.74
ENSMUSG00000015217	42.29	50.04	45.99	41.35	11.2	10.02	26.04	44.84	21.19
ENSMUSG00000042102	0.06	0.03	0.06	3.29	1.54	1.94	1.44	0.52	0.36
ENSMUSG00000034595	18.07	15.26	17.01	42.72	31.87	31.37	26.82	27.38	23.14
ENSMUSG00000021453	21.74	24.14	13.46	28.6	42.26	43.27	24.99	20.67	30.35
ENSMUSG00000047747	1.78	2.2	2.2	9.95	6.15	5.29	3.43	6.51	2.69
ENSMUSG00000030149	2	1.07	1.47	4.17	6.19	14.06	11.04	5.34	4.47
ENSMUSG00000032092	43.17	43.28	63.2	28.35	27.2	12.28	18.21	12.3	22.99
ENSMUSG00000024910	1.66	2.14	2.53	5	3.99	5.88	4.34	9.29	2.62
ENSMUSG00000139073	3.76	3.93	8.17	4.92	5.59	2.2	15.16	5.89	13.08
ENSMUSG00000031503	101.89	88.91	64.98	241.5	166.42	113.85	84.37	110.73	78.78
ENSMUSG00000130275	3.15	2.51	2.57	14.73	6.23	6.96	4.53	11.55	3.21
ENSMUSG00000110386	1.84	1.59	1.54	3.7	2.41	2.85	4.6	2.39	3.33
ENSMUSG00000042404	3.99	3.67	3.39	9.27	11.6	8.12	5.43	4.54	5.68
ENSMUSG00000040026	0.97	1.67	6.2	2280.85	405.78	352.15	507.63	1069.26	15.76
ENSMUSG00000025934	23.22	25.05	24.11	14.02	4.14	4.85	20.17	18.57	6.71
ENSMUSG00000003062	28.21	29.65	30.37	46.9	51.12	38.63	39.24	83.41	42.34
ENSMUSG00000073608	11.48	9.1	8.83	1.77	5.23	1.56	2.32	0.66	6.25
ENSMUSG00000022383	3.24	2.77	2.48	2.55	1.74	0.88	2.11	8.29	2.85
ENSMUSG00000000686	0.79	0.39	0.72	2.04	2.39	1.32	1.32	1.88	0.7
ENSMUSG00000108348	0.27	0.32	0.15	1	0.46	0.6	0.3	0.15	0.34
ENSMUSG00000032508	29.8	25.43	22.68	53.41	56.21	50.61	39.3	34.07	38.95
ENSMUSG00000101320	9.75	8.38	8.98	6.67	11.23	6.78	2.86	2.49	2.32
ENSMUSG00000045411	61.97	64.22	74.05	47.69	34.96	28.96	28.26	34.85	27.73
ENSMUSG00000079396	1.15	2.31	1.43	0.08	0.17	0.27	0	1.03	0.44
ENSMUSG00000043993	6.5	9.08	10.97	4.17	6.3	2.47	2.73	3.07	3.93
ENSMUSG00000059970	10.36	6.18	10.06	30.13	31.21	22.61	9.22	8.38	10.28
ENSMUSG00000018509	43.34	42.63	37.87	23.56	13.67	10.66	20.44	38.87	22.55
ENSMUSG00000069171	0.71	0.97	1.07	3.91	2.58	1.54	2.51	2.51	1.86
ENSMUSG00000141411	33.21	17.05	16.14	5.07	13.61	3.31	6.53	5.13	6.34
ENSMUSG00000027995	6.3	5.02	8.68	22.54	14.15	16.3	16.2	22.51	10.7
ENSMUSG00000009545	41.85	38.55	41.32	14.63	7.91	5.01	15.61	28.11	11.61
ENSMUSG00000020105	39.71	29.84	26.04	12.02	22.42	11.29	11.83	14.5	19.69
ENSMUSG00000051262	1.55	1.32	1.58	5.27	5.18	2.2	2.33	2.39	1.23
ENSMUSG00000044309	4.61	3.92	1.93	10.47	26.09	48.12	34.33	17.88	17.75
ENSMUSG00000028214	10.39	9.78	8.04	53.95	54.22	36.41	26.29	16.05	23.28
ENSMUSG00000053101	1.15	0.63	0.43	3.09	3.12	11.87	3.58	1.75	2.15
ENSMUSG00000003070	0.53	0.6	0.46	1.68	1	0.73	0.89	1.56	1.06
ENSMUSG00000000811	9.59	9.65	10.59	6.89	4.44	2.68	3.03	5.74	3.17
ENSMUSG00000093661	7.33	8.88	6.96	20.09	14.71	25.67	14.36	19.11	12.84
ENSMUSG00000021728	2.56	3.41	2.81	28.05	10.95	20.29	14.5	15.87	7.07
ENSMUSG00000026259	29.85	20.49	21.64	9.92	11.36	7.73	11.07	12.75	16.01
ENSMUSG00000026390	0	0.05	0.05	14.48	2.74	3.28	0.79	2.39	0.08
ENSMUSG00000020310	2.13	2.76	2.03	19.62	15.39	8.83	4.76	3.53	5.63
ENSMUSG00000029401	11.55	8.33	10	24.46	17.63	20.72	20.95	19.48	15.49
ENSMUSG00000061959	7.52	5.39	8.69	0.75	0.35	0.54	3.24	11.1	1.04
ENSMUSG00000089704	30.63	30.34	25.66	75.72	61.95	43.86	31.58	37.87	31.2
ENSMUSG00000139834	0.74	1.13	0.83	4.7	3.14	3.1	0.85	2.61	1.16
ENSMUSG00000052563	6.08	5.65	4.89	2.84	1.7	1.03	2.62	2.22	2.48
ENSMUSG00000037411	3.97	5.09	1.55	17.76	7.73	7.04	5.89	3.9	9.09
ENSMUSG00000022122	7.82	8.54	7.67	25.55	17.51	14.48	15.9	16.21	20.08
ENSMUSG00000132981	5.48	4.98	4	6.89	20.53	18.99	4.18	5.22	4.73
ENSMUSG00000110060	12.32	12.69	16.29	6.66	9.63	6.7	3.61	5.28	7.76
ENSMUSG00000038580	4.15	6.02	3.52	21.91	12.83	7.54	11.14	44.5	2.09
ENSMUSG00000018334	30.55	23.12	24.77	44.89	49.11	29.13	17.83	22.22	19.88
ENSMUSG00000040432	0.92	0.7	0.67	1.8	3.42	2.03	1	1.39	0.92
ENSMUSG00000000409	3.65	1.82	2.79	8.71	7	8.96	7.14	10.58	4.76
ENSMUSG00000040253	15.15	8.18	6.56	17.86	28.13	100.9	37.71	12.66	31.2
ENSMUSG00000036473	11.28	9.91	8.03	6.42	5.53	3.38	2.37	3.62	2.92
ENSMUSG00000044534	1.37	1.37	6.21	3.04	6.83	7.69	2.18	0.7	2.68
ENSMUSG00000079105	3.59	4.93	3.56	15.12	15.43	9.39	7.42	11.95	6.37
ENSMUSG00000029193	2.27	0.78	1.74	2.68	2.73	11.23	13.14	5.28	3.49
ENSMUSG00000121482	1.21	2.46	0.45	2.91	2.99	4.32	2.7	1.92	2.19
ENSMUSG00000056091	1.49	1.97	2.21	4.1	2.94	6.43	2.67	3.75	2.4
ENSMUSG00000140003	3.16	4.24	4.09	1.3	1.55	0.67	1.77	0.7	2.26
ENSMUSG00000089789	0.16	0.15	0.07	0.21	1.07	1.25	0.47	1.42	0.33
ENSMUSG00000024013	11.38	13.06	12	24.88	24.64	32.37	18.74	18.01	13.89
ENSMUSG00000003541	19.1	14.67	11.69	27.87	47.13	29.15	34.21	23.98	23.4
ENSMUSG00000116165	1.38	0.98	0.59	2.97	1.7	1.81	1.03	1.63	1.07
ENSMUSG00000028369	14.73	13.52	15.21	44.15	43.57	27.02	24.07	20.86	21.11
ENSMUSG00000023032	0.7	0.89	0.87	4.9	6.72	5.04	5.28	2.82	1.52
ENSMUSG00000028793	38.41	26.33	32.62	55.86	70.61	110.75	66.09	45.85	60.34
ENSMUSG00000041390	13.5	14.64	13.19	40.96	22.1	27.61	21.26	22.5	20.19
ENSMUSG00000104346	0.61	0.88	0.74	1.28	2.73	1.34	0.62	0.96	0.73
ENSMUSG00000086513	58.31	77.07	66.32	17.74	4.81	1.07	19.81	25.57	20.32
ENSMUSG00000045763	11.8	8.84	7.47	26.86	18.86	20.89	14.07	18.15	15.37
ENSMUSG00000034438	3.75	2.77	2.38	11.85	16.25	52.22	22.89	14.46	14.02
ENSMUSG00000040249	117.21	96.99	87.34	303.1	268.69	152.18	112.95	200.63	99.74
ENSMUSG00000030187	1.61	0.84	0.92	10.82	7.23	20.72	11.2	8.92	6.35
ENSMUSG00000030325	0.1	0.13	0.23	1.02	1.27	1.81	1.6	0.57	0.43
ENSMUSG00000126291	1.92	2.19	3.76	2.79	1.15	1.36	7.08	6.46	5.85
ENSMUSG00000037129	6.39	5.55	8.98	0.25	1.56	0.75	0.32	0.05	2.11
ENSMUSG00000039264	3.35	6.43	4.21	26.92	13.64	18.22	11.73	14.09	7.25
ENSMUSG00000037628	3.97	1.43	2.86	12.39	1.52	2.67	11.83	8.21	6.88
ENSMUSG00000029757	0.5	1.28	0.34	1.08	1.38	1.19	1.43	1.56	1.35
ENSMUSG00000045345	2.04	3.08	3.2	1.91	0.86	0.19	2.85	1.97	0.62
ENSMUSG00000053862	16.67	11.44	10.02	35.9	66.09	122.3	71.27	80.59	63.19
ENSMUSG00000034587	6.85	7.46	8.24	4.28	4.28	1.76	1.96	3.44	3.77
ENSMUSG00000033538	33.11	29.61	22.65	53.7	77.85	91.58	71.25	42.65	50.08
ENSMUSG00000116380	1.64	1.35	1.49	5.1	3.9	4.47	4.15	1.35	3.25
ENSMUSG00000121493	3.49	4.16	4.3	2.55	0.97	1.68	2.07	0.94	0.75
ENSMUSG00000072620	15.85	14.52	12.3	51.1	40.06	68.38	55.82	33.96	34.23
ENSMUSG00000042228	15.36	13.45	13.97	46.35	36.09	41.72	27.06	22.79	24.46
ENSMUSG00000026011	0.3	0.24	0.66	8.73	5.51	8.73	8.69	3.44	1.19
ENSMUSG00000076490	1.96	2.62	1.04	10.48	4.86	10	10.55	11.82	4.77
ENSMUSG00000071005	0.87	3.52	1.76	16.11	18.86	23.9	8.32	4.42	9.29
ENSMUSG00000033082	0.94	1.2	1.27	2.57	2.42	2.06	0.82	0.76	1.27
ENSMUSG00000024349	16.15	12.5	14.33	47.87	54.62	55.74	37.12	24.95	21.08
ENSMUSG00000040747	9.96	10.77	9.05	72.46	34.74	56.58	39.5	32.65	26.82
ENSMUSG00000060550	15.23	13.85	17.21	127.92	96.48	110.55	135.81	102.46	49.79
ENSMUSG00000018654	2.97	4.72	3.13	19.92	11.28	15.07	7.7	6.71	6.62
ENSMUSG00000095351	55.18	14.3	16.66	55.36	16.69	33.87	84.74	38.61	151.59
ENSMUSG00000100510	17.34	20.88	21.49	37.15	38.52	37.89	13.16	17.48	14.84
ENSMUSG00000056025	3.99	3.5	1.67	10.84	11.75	15.05	4.33	3.76	3.33
ENSMUSG00000025887	11.4	8.95	12.15	29.93	31.3	44.44	16.27	22.69	18.78
ENSMUSG00000033276	1.37	1.16	0.81	1.57	1.52	1.28	0.17	0.78	0.78
ENSMUSG00000046618	3.42	3.38	3.87	2.79	2.6	1.93	1.39	1.64	1.4
ENSMUSG00000074882	84.72	73.99	112.45	10.33	19.26	4.99	33.54	14.19	46.88
ENSMUSG00000054855	0.94	0.67	0.74	4.13	1.57	2.98	2.78	0.83	1.57
ENSMUSG00000031382	3.36	4.1	1.86	4.23	8.01	12.83	5.34	1.64	3.46
ENSMUSG00000036356	1.74	0.82	0.81	5.51	1.28	3.41	1.5	1.77	0.68
ENSMUSG00000113424	2.85	3.21	2.77	6.87	5.87	11.63	1.95	5.19	1.84
ENSMUSG00000090338	1.2	0.89	0.67	3.63	3.31	2.13	0.8	1.53	0.63
ENSMUSG00000034041	6.97	5.61	5.04	12.97	12.72	13.26	5.46	6.06	6.21
ENSMUSG00000031722	1.07	0.74	1.02	245.91	56.38	117.77	53.01	215.55	15.02
ENSMUSG00000024909	15.54	11.98	14.6	50.67	30.54	26.79	23.01	34.4	17.49
ENSMUSG00000076614	5.07	3.87	4.17	138.75	1.46	4.94	19.02	16.61	35.79
ENSMUSG00000020941	5.4	5.74	5.2	9.91	13.33	8.46	6.06	4.99	5.38
ENSMUSG00000074093	13.97	11.05	14.79	6.59	7.11	4.68	6.17	11.02	9.29
ENSMUSG00000052212	42.23	30.91	27.27	62.49	37.26	16.01	70.4	98.48	34.95
ENSMUSG00000054520	6.26	7.22	4.2	12.86	11.21	14.73	11.43	8.42	8.54
ENSMUSG00000050359	13.16	11.16	6.07	11.12	31.24	35.46	42.14	26.55	33.4
ENSMUSG00000113161	1.59	1.7	1.34	0.58	0.89	0.84	0.66	0.62	0.64
ENSMUSG00000037225	4.32	5.5	4.39	26	7.77	7.05	5.63	5.74	5.32
ENSMUSG00000024353	9.14	7.44	9.55	24.47	8.96	15.44	13.69	17.79	17.67
ENSMUSG00000114433	1.02	0.82	0.93	1.38	1.63	1.32	1.24	0.46	0.65
ENSMUSG00000000216	10.13	12.51	9.24	2.03	3.27	1.7	1.85	0.21	3.01
ENSMUSG00000120425	32.06	28.02	33.34	14.31	25.14	18.8	27.89	33.81	45.02
ENSMUSG00000034786	9.1	9.95	11.16	36.92	22.96	31.06	24.2	33.08	14.3
ENSMUSG00000120115	1.55	1.18	1.82	9.83	6.67	14.77	9.43	4.8	4.71
ENSMUSG00000004730	6.62	7.92	11.09	38.24	23.2	35.05	20.23	25.95	16.61
ENSMUSG00000026864	206.09	252.15	182.26	545.43	481.01	433.46	416.2	383.69	1553.55
ENSMUSG00000129666	62.25	28.31	43.26	0.77	2.41	0.8	0.55	2.49	4.23
ENSMUSG00000099041	1.1	0.66	0.98	3.09	4.79	1.02	0.46	0.85	0.87
ENSMUSG00000055413	5.46	4.61	5.95	22.15	13.84	19.08	18.09	12.59	7.71
ENSMUSG00000139891	596.03	457.84	442.2	684.97	554.66	852.51	1079.85	1203.22	831.68
ENSMUSG00000004038	20.46	28.35	21.47	6.06	3.24	0.92	11.62	25.75	8.1
ENSMUSG00000059534	607.35	663.94	573.75	460.57	434.59	354.96	685.75	904.06	772.7
ENSMUSG00000027296	5.22	2.02	3.19	1.68	1.72	2.22	6.94	9.27	5.67
ENSMUSG00000042842	1.88	3.48	2.43	9.18	6.56	12.5	10.23	5.56	7.84
ENSMUSG00000026915	53.88	57.74	53.57	35.83	35.78	22.2	28.23	33.58	52.56
ENSMUSG00000020642	3.57	3.86	3.44	12.2	6.23	5.58	4.45	5.71	3.79
ENSMUSG00000044707	2.4	1.6	2.16	1.06	0.59	0.76	1.18	2.45	4.21
ENSMUSG00000020573	3.85	2.99	3.12	8.4	6.78	7.98	3.9	3.73	4.29
ENSMUSG00000068696	1.21	0.33	0.1	2.91	3.01	2.01	1.06	1.68	0.89
ENSMUSG00000019539	43.09	45.15	45.78	141.52	71.04	69.59	56.17	88.73	47.01
ENSMUSG00000060591	242.32	234.84	261.31	827.58	468.92	493.61	416.68	585.47	313.12
ENSMUSG00000085434	0.86	0.85	1.46	1.91	2	2.02	0.64	0.78	0.42
ENSMUSG00000000290	7.34	6.08	4.98	43.13	34.23	43.89	23.84	24.38	18.92
ENSMUSG00000064262	5.31	7.23	5.58	20.54	12.02	14.14	7.3	6.8	7.05
ENSMUSG00000060459	0	0	0.06	3.36	0.73	2.28	1.86	2.09	0.52
ENSMUSG00000102418	0.33	0.39	0.17	1.18	0.98	0.98	0.79	1.06	0.64
ENSMUSG00000107306	9.44	21.96	16.26	7.88	5.91	3.89	8.29	2.94	12.53
ENSMUSG00000027834	1.27	1.53	1.32	3.89	1.61	4.04	2.37	1.98	3.11
ENSMUSG00000144075	1.51	1.31	2.26	1.85	8.16	9.11	3.98	2.68	3.22
ENSMUSG00000129411	25.65	16.84	26.21	10.59	14.15	4.84	1.61	2.32	7.35
ENSMUSG00000036103	12.63	14.97	14.08	44.87	28.57	23.67	17.57	26.1	16.69
ENSMUSG00000061728	0.11	0.05	0.35	0.52	1.43	1.85	2.55	3.21	1.41
ENSMUSG00000048621	1.51	0.79	0.4	4.78	2.15	2.64	2.79	0.76	1.47
ENSMUSG00000058135	323.39	315.27	327.6	109.37	163.23	107.42	131.33	192.19	123.51
ENSMUSG00000076545	44.43	38.48	49.97	148.68	77.94	461.78	97.47	412.91	260.02
ENSMUSG00000056073	0.21	0.31	0.34	0.65	0.81	1.43	0.71	0.76	1.2
ENSMUSG00000049871	0.71	0.9	1.1	2.86	1.96	1.99	1.24	1.36	0.83
ENSMUSG00000020534	47.44	42.48	30.92	27.19	14.59	3.11	12.86	24.94	11.44
ENSMUSG00000071068	0.51	0.99	0.36	6.63	2.35	3.11	1.64	1.44	1.06
ENSMUSG00000140143	27.69	20.88	15.75	25.15	71.12	32.94	28.06	30.26	25.61
ENSMUSG00000128770	0.98	2.28	1.02	16.27	5.27	7.29	4.4	11.88	2.74
ENSMUSG00000029167	15.04	16.37	18.89	4.31	9.82	4.51	4.25	2.66	11.72
ENSMUSG00000086013	15.63	13.08	12.61	7.37	6.92	3.85	5.13	9.65	6.56
ENSMUSG00000097379	2.05	1.83	1.81	1.44	0.63	0.6	0.8	0.66	0.91
ENSMUSG00000030162	0.12	0.05	0.12	1.13	0.58	1.14	1.34	0.3	0.52
ENSMUSG00000061232	938.51	789.71	796.73	1382.79	1320.89	1442.65	1648.93	1467.46	1112.97
ENSMUSG00000120636	2.98	3.36	2.88	4.11	9.61	9.95	4.66	3.24	7.26
ENSMUSG00000037306	5.19	3.97	5.3	13.77	14.83	10.22	5.71	8.6	6.44
ENSMUSG00000122136	4.72	5.18	3.19	1.45	2.65	4.91	8.45	11.52	16.86
ENSMUSG00000103421	4.03	3.79	4.07	3.5	4.67	1.2	4.39	10.43	4.68
ENSMUSG00000003849	16.32	19.08	12.08	7.47	4.99	4.79	11.37	34.79	8.79
ENSMUSG00000092060	0.58	0.39	0.43	1.35	0.78	0.75	0.57	0.37	0.88
ENSMUSG00000079845	0.29	0.1	1.14	5	1.91	3.16	1.77	4.1	0.9
ENSMUSG00000099521	19.28	16.82	20.6	8.05	25.83	6.19	5.02	5.42	3.73
ENSMUSG00000069792	9.25	11.46	9.55	273.21	183.04	263.91	191.57	142.31	110.43
ENSMUSG00000100291	0.47	0.17	1.28	5.09	5.91	12.65	2.99	1.27	1.67
ENSMUSG00000027962	9.21	11.78	11.31	115.92	69.82	74.18	49.67	33.53	31.71
ENSMUSG00000025991	5.04	4.9	4.45	1.15	0.1	0.14	0.87	1.01	0.56
ENSMUSG00000034570	63.66	51.79	39.87	20.63	27.98	15.77	21.26	29.34	44.5
ENSMUSG00000005413	6.54	12.87	5.24	43.49	36.89	29.9	28.16	23.22	25.61
ENSMUSG00000105353	194.56	261.74	232.74	317.46	254.95	416.12	518.4	298.08	366.13
ENSMUSG00000097888	0.64	2.45	1.02	2.72	3.8	3.18	1.24	1.74	1.46
ENSMUSG00000036256	279.31	263.06	257.21	829.76	536.22	419.69	352.53	523.96	269.08
ENSMUSG00000029359	0.56	0.97	1.19	2.27	2.49	4	2.38	4.39	1.87
ENSMUSG00000001901	3.2	2.17	2.34	0.6	1.95	0.84	0.49	0.47	1.1
ENSMUSG00000054203	3.36	4.18	2.99	20.8	19.86	38.94	28.8	16.22	11.53
ENSMUSG00000051727	8.58	8.53	7.06	3.75	4.67	5.23	5.41	11.07	9.84
ENSMUSG00000033618	7.9	6.93	6.43	2.47	4.77	2.22	2.03	1.96	5.57
ENSMUSG00000047415	2.31	2.26	2.47	7.31	8.79	4.51	3.22	4.05	2.95
ENSMUSG00000048865	5.3	4.76	4.6	29.9	19.28	23.85	14.78	11.44	9.84
ENSMUSG00000055333	0.23	0.17	0.13	0	0	0.01	0.01	0.09	0
ENSMUSG00000064307	10.57	13.79	15.65	4.98	8.67	3.2	5.96	10.61	9.33
ENSMUSG00000024679	5.46	4.18	3.61	68.43	38.4	65.99	33.12	26.93	24.07
ENSMUSG00000044894	212.03	256.43	221.42	264.32	242.07	233.45	368.26	466.11	380.98
ENSMUSG00000016534	100.49	102.05	108.37	225.75	163.37	175.89	143.73	156.72	138.16
ENSMUSG00000009185	6.28	3.94	2.2	281.04	301.27	507.5	521.28	305.82	303.84
ENSMUSG00000060586	191.21	177.37	156.26	515.46	586.78	667.3	827.14	684.97	373.77
ENSMUSG00000017316	17.37	10.44	11.5	88.35	64.54	55.6	55.48	6.89	21.7
ENSMUSG00000026880	74.5	67.16	80.07	227.05	309.34	311.64	138.51	54.19	110.69
ENSMUSG00000033308	9.96	8.35	9.87	2.64	4.1	3.28	1.9	9.56	4.07
ENSMUSG00000121791	8.12	19.72	9.87	0.54	0.4	0.1	1.2	0	2.02
ENSMUSG00000085566	8.9	7.76	9.18	4.5	4.29	2.47	1.87	2.95	3.61
ENSMUSG00000024972	14.13	13.34	12.53	6.48	2.65	2.65	8.38	9.24	7.31
ENSMUSG00000051212	1.31	1.7	1.06	5.93	3.7	4.23	2.41	2.22	1.75
ENSMUSG00000074874	1.17	2.02	3.99	8.52	6.09	6.83	4.86	6.11	2.38
ENSMUSG00000030144	0.51	0.62	0.22	22.1	4.68	5.97	3.79	7.95	3.15
ENSMUSG00000050908	2.2	1.2	0.97	3.78	3.37	5.77	2.34	2.76	2.37
ENSMUSG00000052026	9.59	10.45	11.12	2.41	4.92	1.75	2.67	4.07	4.29
ENSMUSG00000032769	0.78	0.84	0.47	2.01	1.09	0.62	2.12	2.91	1.12
ENSMUSG00000060600	102.83	129.27	132.59	41.71	82.43	20.73	56.34	14.07	63.07
ENSMUSG00000078234	7.14	4.35	6.18	1.34	1.52	1.07	1.33	1.69	4.02
ENSMUSG00000017167	2.92	2.65	2.07	8.18	5.24	3.09	2.51	5.11	2.36
ENSMUSG00000020787	2.09	2.77	3.46	5.31	3.91	7.27	10.07	4.06	3.01
