"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSMUSG00000026365",2346.11963049016,2.09884152162073,0.205233030300095,10.2266263795441,1.50677158293028e-24,6.70431907291385e-22
"ENSMUSG00000049037",239.901810710006,2.8798198402766,0.28201107484057,10.2117260533284,1.7571089177368e-24,7.46159310387838e-22
"ENSMUSG00000059089",385.005999538515,5.26439272771394,0.515553473953952,10.2111478123492,1.76761301737992e-24,7.46159310387838e-22
"ENSMUSG00000068452",6846.72293534165,3.08584102327894,0.303155824136283,10.1790590105625,2.45927931453542e-24,1.01217788387991e-21
"ENSMUSG00000064246",187.722745911357,7.54122886687466,0.743010930008422,10.1495530715668,3.32884362456414e-24,1.33665250222438e-21
"ENSMUSG00000030732",260.296177204619,4.20407787315903,0.418472339398792,10.0462503189552,9.54296998218648e-24,3.7406170194461e-21
"ENSMUSG00000073418",7147.79145362021,2.71927508695352,0.270948855230124,10.0361194906838,1.05752896636704e-23,4.04886031937223e-21
"ENSMUSG00000059498",933.148674244463,2.93624619521092,0.292752874307522,10.0297775116857,1.12770422780051e-23,4.21940788688178e-21
"ENSMUSG00000026580",281.123077789242,3.46512545425749,0.345604885232876,10.0262629445258,1.16855960953373e-23,4.27511041150085e-21
"ENSMUSG00000079419",616.562198453559,3.23646687699277,0.324973367071199,9.95917575080449,2.29961294748543e-23,8.05500594775587e-21
"ENSMUSG00000000983",711.252135413916,5.88007559156577,0.600787301648851,9.78728341199622,1.27680190956187e-22,4.37916454939939e-20
"ENSMUSG00000049103",1137.49993048836,3.36430961803348,0.344104612747586,9.77699656848635,1.41342589399429e-22,4.74882254955675e-20
"ENSMUSG00000023078",1547.96786099274,4.67835471366159,0.480243450055067,9.74163148529178,2.00312161344948e-22,6.59547822444375e-20
"ENSMUSG00000022488",782.503540299225,1.97754840411836,0.203335226055233,9.72555735906375,2.34616962469509e-22,7.42788279449138e-20
"ENSMUSG00000055435",1134.98101981237,1.37291906932223,0.141307250690457,9.71584304849078,2.58104197200745e-22,8.01730075191672e-20
"ENSMUSG00000043832",203.042289048556,3.22146954484072,0.332696103773947,9.68291936183773,3.56391045052097e-22,1.08653069901716e-19
"ENSMUSG00000040522",108.360282584708,3.08671881075917,0.320042241486873,9.64472313535455,5.17506526172591e-22,1.54903817097807e-19
"ENSMUSG00000000290",763.782736617126,2.717464856929,0.282523150449264,9.61855640009581,6.67615100557136e-22,1.96266917865574e-19
"ENSMUSG00000028214",594.147758893179,2.36450768983263,0.246127651891867,9.60683479348126,7.48134194967081e-22,2.16079530732334e-19
"ENSMUSG00000033777",253.51861770298,2.69526195815002,0.283011444528528,9.52350871407372,1.67428467866718e-21,4.6718218076098e-19
"ENSMUSG00000121069",6832.09388109838,2.38896705688242,0.250932111409045,9.52037203794996,1.72560166303167e-21,4.73476336308172e-19
"ENSMUSG00000047798",189.870530322638,4.59188189347036,0.483840787236554,9.490481196711,2.29970199493446e-21,6.13679907767824e-19
"ENSMUSG00000042684",134.561708702504,2.7115009913825,0.285722988000584,9.48996442448292,2.31113128115198e-21,6.13679907767824e-19
"ENSMUSG00000038147",323.14507921106,2.0369187722497,0.215968908409584,9.43153710063994,4.04122715608254e-21,1.03954254172792e-18
"ENSMUSG00000028370",968.512740442019,2.87198080022555,0.305399602870657,9.40400960980257,5.25224982984403e-21,1.33027367613419e-18
"ENSMUSG00000031805",636.085533330552,1.54987171404188,0.165184274278464,9.38268319312979,6.43147915717958e-21,1.60426426310072e-18
"ENSMUSG00000021939",14622.8775749211,1.35351067630648,0.14435282101733,9.37640613302589,6.82597597655174e-21,1.67725436570106e-18
"ENSMUSG00000074677",153.15206758328,5.33728516918339,0.571859034284907,9.33321823945217,1.02704072827979e-20,2.48649581024561e-18
"ENSMUSG00000135102",1047.76590932285,4.36640302145467,0.472880512394026,9.23362859541223,2.61615731421711e-20,6.24199969042844e-18
"ENSMUSG00000098112",216.16524144794,2.54464537348643,0.276102823177094,9.21629610376811,3.07540085906787e-20,7.1310315975823e-18
"ENSMUSG00000034652",387.219504672596,2.93806173157806,0.318768325112252,9.21691868394842,3.0576025566762e-20,7.1310315975823e-18
"ENSMUSG00000020826",4151.1382471992,8.3044685990048,0.906372635370697,9.16231169711822,5.07972708245057e-20,1.16149370775533e-17
"ENSMUSG00000037902",1468.5200444144,1.89834849101281,0.207636598380287,9.14264877108026,6.09410539351439e-20,1.35577374450577e-17
"ENSMUSG00000030786",916.829194835991,3.00758593120386,0.330024296126514,9.1132258033842,7.99681451267843e-20,1.75535409762967e-17
"ENSMUSG00000058099",357.874120270053,2.69860304228886,0.296586213418523,9.0988822817626,9.12662018225012e-20,1.9769940534261e-17
"ENSMUSG00000026938",292.067900270765,1.9159147582412,0.210650465106762,9.09523155939948,9.43851270673889e-20,2.01800304793562e-17
"ENSMUSG00000028874",250.490805195521,3.11025493114742,0.342293619221436,9.08651156928327,1.02267619724282e-19,2.15850233784724e-17
"ENSMUSG00000038156",1706.10937435453,2.85121366271208,0.313979069308447,9.08090360606522,1.07677153738076e-19,2.24391010378474e-17
"ENSMUSG00000138080",177.305591262624,2.59556953871171,0.28723345565957,9.03644574672382,1.61848639763128e-19,3.24066134511859e-17
"ENSMUSG00000021190",3578.71159009679,2.07079979916104,0.229187018228257,9.03541489901771,1.63381456383917e-19,3.24066134511859e-17
"ENSMUSG00000030748",1894.88637729009,2.27661456015279,0.252553126791689,9.01439862999831,1.97953528429999e-19,3.87965349826556e-17
"ENSMUSG00000028581",1923.90396071719,2.33223020727428,0.259050544797442,9.002992868044,2.19646620684887e-19,4.20470036783173e-17
"ENSMUSG00000069516",8858.59905217815,2.52063752917892,0.281292097723037,8.96092549198008,3.21964562443041e-19,6.09253171436757e-17
"ENSMUSG00000017002",1642.85522759762,4.92252766764223,0.5505234155956,8.94154095574053,3.83780817220182e-19,7.17975408397256e-17
"ENSMUSG00000021904",288.489125029229,1.46845655260404,0.165084712247231,8.89516983501708,5.83300243402034e-19,1.07897437158738e-16
"ENSMUSG00000071713",1001.88726574008,2.84391802042503,0.3200677605232,8.88536232382857,6.37127830919445e-19,1.16544838671409e-16
"ENSMUSG00000137898",1232.60360140789,2.21427087215257,0.249351929644469,8.88010321520157,6.67983513058353e-19,1.20846292038238e-16
"ENSMUSG00000035778",547.652601480411,1.68741729439606,0.190621735995427,8.85217672362684,8.58286533315546e-19,1.53586643456237e-16
"ENSMUSG00000039621",754.560782987986,2.13602887192062,0.241378972164264,8.84927486751832,8.80897713239361e-19,1.55937839280211e-16
"ENSMUSG00000006522",89.0492735966153,2.55937661841062,0.290693331604542,8.80438709853994,1.31569560248073e-18,2.28003123196212e-16
"ENSMUSG00000001227",252.605501991954,2.21983488383672,0.252274619120017,8.79927949779463,1.37697345689015e-18,2.36136604383152e-16
"ENSMUSG00000048865",765.09562028812,2.34822490565572,0.266955606279609,8.79631238459996,1.41385647115922e-18,2.39962052419529e-16
"ENSMUSG00000029287",2748.90888876054,1.43841695913764,0.164619336935058,8.73783715764265,2.37615681320139e-18,3.9917009811974e-16
"ENSMUSG00000036896",1573.07167318232,2.18909708154146,0.250581284696159,8.73607573764273,2.41348192646577e-18,4.01344979347535e-16
"ENSMUSG00000020101",1311.71150516156,1.64782840308765,0.189310640956846,8.70436228391031,3.19365368938353e-18,5.16086034388023e-16
"ENSMUSG00000021756",5453.86271640095,1.12011362617268,0.128656603095453,8.7062272687368,3.14156616292473e-18,5.16086034388023e-16
"ENSMUSG00000046805",4550.25127006263,2.74124338053678,0.315239484106089,8.69574884729305,3.445498020068e-18,5.50711008780383e-16
"ENSMUSG00000134447",760.1330476578,3.87904694608396,0.446618798173612,8.68536425682664,3.77530632596055e-18,5.97623731195082e-16
"ENSMUSG00000023992",128.108161580316,2.10828158211042,0.24441391005695,8.62586577670304,6.36095885847332e-18,9.69633941546724e-16
"ENSMUSG00000028194",824.687249328557,2.43670059376186,0.28247461612141,8.62626393556915,6.33886412749664e-18,9.69633941546724e-16
"ENSMUSG00000002699",333.397285358479,2.87401050216408,0.334375070343247,8.59516978707118,8.31417743867104e-18,1.25574590066827e-15
"ENSMUSG00000024300",442.852548375177,2.53831441169779,0.295934946012896,8.57727161288742,9.71500233866605e-18,1.44088363514828e-15
"ENSMUSG00000035004",251.247685288613,2.84079643315794,0.332064495857985,8.55495383756074,1.17915910481749e-17,1.71792003031949e-15
"ENSMUSG00000026177",322.736436070699,2.53269856618042,0.296364252283596,8.54589764678108,1.27541016959453e-17,1.82583283669867e-15
"ENSMUSG00000027200",1357.91694725219,1.26844392652404,0.148511807937375,8.54103080516621,1.33029741371124e-17,1.88799020016623e-15
"ENSMUSG00000022893",1145.50405800188,2.35813977516078,0.27618251792834,8.53833831644853,1.36165752345851e-17,1.91598015458952e-15
"ENSMUSG00000031621",269.657760164026,6.80072277389783,0.797653795723548,8.52590786925163,1.51615906442259e-17,2.11529887098212e-15
"ENSMUSG00000022938",1198.57193034754,2.17024971194456,0.255242720359358,8.50268994504155,1.85247201914782e-17,2.54143723760254e-15
"ENSMUSG00000022148",477.619927259677,2.22141205533536,0.261318077678077,8.50079747667502,1.88292624588104e-17,2.56186899057352e-15
"ENSMUSG00000058715",529.395500631689,2.89933437220637,0.341708760009509,8.48481137014365,2.16068945878951e-17,2.91569102951244e-15
"ENSMUSG00000066361",67.6596788493893,3.37486046188707,0.398240797118764,8.47442172249523,2.36250126611332e-17,3.16210230439216e-15
"ENSMUSG00000020310",92.2322663251549,2.66925511402852,0.315619210639131,8.45720103229225,2.73871549008354e-17,3.63608654139075e-15
"ENSMUSG00000008845",1054.13199023406,2.21740531081168,0.26227914731465,8.45437135782478,2.80594957510886e-17,3.69554782840138e-15
"ENSMUSG00000020932",201.497556893921,2.45092269850887,0.291064367116543,8.42055220564844,3.7471389812676e-17,4.89596421020702e-15
"ENSMUSG00000024672",403.884165214826,2.08313175980682,0.247484064787158,8.41723592021314,3.85470921154152e-17,4.99685651571716e-15
"ENSMUSG00000023274",338.026662254589,2.60134711649632,0.309533997133734,8.40407561232251,4.31244793623084e-17,5.5465492479819e-15
"ENSMUSG00000026814",1046.21447415021,1.32954975668317,0.158256297028731,8.40124394191903,4.41773595218131e-17,5.63792147137681e-15
"ENSMUSG00000048163",434.568360775442,2.47059892634374,0.294287999005812,8.39517389322747,4.65205229276216e-17,5.89128745351873e-15
"ENSMUSG00000006344",636.329252477547,2.25099031874605,0.268631565393329,8.37947065323528,5.31662696057e-17,6.68149844670717e-15
"ENSMUSG00000071714",623.213853131594,2.47176895729556,0.295037390095197,8.37781596596288,5.3918865477518e-17,6.7247445633059e-15
"ENSMUSG00000002985",12788.2805921516,2.14263737544925,0.256353680579672,8.35812995001392,6.37202351553118e-17,7.88741527339773e-15
"ENSMUSG00000026482",610.24417190318,1.04091765183402,0.124632082720065,8.35192375122235,6.71600141566367e-17,8.25115905269187e-15
"ENSMUSG00000018654",417.25648204201,2.2561466908691,0.270498773543915,8.34069101796802,7.38576501725839e-17,9.00680366512036e-15
"ENSMUSG00000024965",445.638551667761,2.24513227219131,0.269319072009976,8.33632856164064,7.66327921334354e-17,9.27651218303491e-15
"ENSMUSG00000040552",380.687711060522,1.92099951223458,0.230947513438728,8.31790515356312,8.9531611813892e-17,1.07588242722051e-14
"ENSMUSG00000004730",637.439962566449,2.01156313269995,0.242588183817133,8.29209032792915,1.11275373385135e-16,1.32748295075325e-14
"ENSMUSG00000061762",1742.90176196873,4.53735295407533,0.548547924938014,8.27157071934609,1.32205572335135e-16,1.56582758082973e-14
"ENSMUSG00000028599",1687.40042455183,2.32576315381187,0.281325299763774,8.26716671328456,1.3718007106574e-16,1.61313964996806e-14
"ENSMUSG00000073490",346.10168250705,2.48638514914191,0.301092000927257,8.25789174566153,1.48267929025976e-16,1.73115951457776e-14
"ENSMUSG00000039936",525.566083805278,2.24754143962875,0.272363044561178,8.25200585949504,1.55757783778862e-16,1.80580309461367e-14
"ENSMUSG00000053113",2287.49294931726,4.15542753824455,0.503774386784766,8.24858835076092,1.60276501951978e-16,1.84519723890588e-14
"ENSMUSG00000029084",7099.44025546743,2.06514160016806,0.250613559668064,8.24034263310944,1.71718185434012e-16,1.96319200472231e-14
"ENSMUSG00000036905",1709.37025378927,2.23956905256163,0.271950919955946,8.23519572180312,1.79264317467637e-16,2.03532997135842e-14
"ENSMUSG00000078763",143.822193226843,5.41232531589877,0.658081906058011,8.22439466284561,1.96179119788938e-16,2.21212112951047e-14
"ENSMUSG00000020143",501.454802486497,2.1214134832131,0.259065549439921,8.18871319555774,2.64033892240589e-16,2.93702024861947e-14
"ENSMUSG00000031538",640.065630832123,2.03361239584952,0.248322753764418,8.18939209162763,2.62548903062855e-16,2.93702024861947e-14
"ENSMUSG00000022372",401.623088531656,2.55123128983883,0.311620029738987,8.18699392325884,2.67831689917897e-16,2.95927054437472e-14
"ENSMUSG00000015340",1183.17439392931,2.65148224574926,0.32476115304033,8.16440704476744,3.2301795796568e-16,3.54522976132599e-14
"ENSMUSG00000062593",220.087489010114,2.84930579918584,0.349033304473101,8.16342097636537,3.25667037310322e-16,3.55063340082108e-14
"ENSMUSG00000034593",881.297752618578,1.13865009227969,0.139887457517249,8.13975829204907,3.96067791462457e-16,4.26174120970355e-14
"ENSMUSG00000025044",432.39189621838,2.53023226828721,0.311259076159534,8.1290232545391,4.32763295411554e-16,4.59650460152285e-14
"ENSMUSG00000034641",173.461932468669,3.37963292872619,0.416197309366693,8.12026616382698,4.65162396277442e-16,4.88339133488765e-14
"ENSMUSG00000026773",1052.74137725913,2.9562783508898,0.36406811466599,8.12012431685209,4.65706395904368e-16,4.88339133488765e-14
"ENSMUSG00000018008",653.878878390609,2.00099525044642,0.246669315175281,8.11205580647323,4.97704316951624e-16,5.18588998099658e-14
"ENSMUSG00000053158",502.050767570711,1.68497172084998,0.208200077054177,8.09304081290771,5.81933552875474e-16,6.02539124590499e-14
"ENSMUSG00000120788",45.8202386326736,4.83453464465997,0.59808360684373,8.0833759516889,6.29980331331828e-16,6.48210387169743e-14
"ENSMUSG00000022650",1697.38922269394,7.59746670530489,0.947548525453804,8.01802388079943,1.07459918212864e-15,1.08534517394992e-13
"ENSMUSG00000036995",171.45273187239,1.78212919252549,0.222312625378695,8.01632021343703,1.08960221057995e-15,1.09378787760839e-13
"ENSMUSG00000020275",960.191926938878,2.6009361461692,0.32614347406941,7.97482198161557,1.52600613652609e-15,1.52258418337146e-13
"ENSMUSG00000025804",447.025428215642,2.69777873427748,0.340018221366253,7.93421812347977,2.11825528908779e-15,2.1007733026658e-13
"ENSMUSG00000055978",4210.639940157,2.0987095616774,0.264726818652835,7.92783131062239,2.23005948515468e-15,2.19841133557494e-13
"ENSMUSG00000015947",322.458902106899,3.52710837663113,0.446925815919039,7.89193251094287,2.97542632126493e-15,2.89848778266181e-13
"ENSMUSG00000074622",1129.19262061816,1.79646033889787,0.227631618023732,7.89196313980679,2.97469598312281e-15,2.89848778266181e-13
"ENSMUSG00000020057",330.432627582851,2.37616922809129,0.301599635637922,7.87855470403796,3.31189495995046e-15,3.20727804268614e-13
"ENSMUSG00000120878",181.393589321525,2.84746824038139,0.361715223491097,7.87212717479521,3.48661463521391e-15,3.35673314266237e-13
"ENSMUSG00000040747",633.986091694392,2.49397373069947,0.316889159854919,7.87017685250351,3.5414026974999e-15,3.38965770982215e-13
"ENSMUSG00000031444",70.6198072445375,6.33024536942473,0.805114098177999,7.86254443159087,3.76407985882151e-15,3.5819680182531e-13
"ENSMUSG00000074785",194.214092881343,2.62139425645114,0.333455831392541,7.86129378965714,3.80185910544685e-15,3.59712680764204e-13
"ENSMUSG00000042228",1102.19605827491,1.56319032871691,0.198952827781793,7.85709027685389,3.93159497745886e-15,3.69861989222316e-13
"ENSMUSG00000004709",107.079341430464,2.60585997564416,0.331855593652488,7.85239129756227,4.08178627219339e-15,3.81809360222271e-13
"ENSMUSG00000001930",1197.80321905753,1.29066362820243,0.164652356268075,7.83871945385992,4.55164192866601e-15,4.23354130348184e-13
"ENSMUSG00000023903",90.1082987272132,4.22902335412967,0.540376663668021,7.82606585085206,5.0337374486312e-15,4.65564155150649e-13
"ENSMUSG00000063564",388.210017496053,1.5439954585199,0.197519639735789,7.81692119621735,5.41309673951813e-15,4.97853696216129e-13
"ENSMUSG00000022150",1236.8627640662,1.18121313840717,0.151579570438435,7.79269353376964,6.55955878229627e-15,5.99944534627464e-13
"ENSMUSG00000106874",5287.49775416622,2.5407840243644,0.326584251892915,7.7798730638044,7.25973543333293e-15,6.56686947466813e-13
"ENSMUSG00000015950",508.152293143632,2.3004259363156,0.2963781581825,7.76179307686729,8.37369494739922e-15,7.49218151733877e-13
"ENSMUSG00000075254",2003.33489567666,1.25941562987677,0.16245918280985,7.75219724791336,9.03159537593681e-15,8.03714349589447e-13
"ENSMUSG00000006958",321.457901492517,1.75367481710286,0.226452358784949,7.74412254529987,9.62441522853284e-15,8.47753602307236e-13
"ENSMUSG00000037872",138.196173191246,1.71710829460354,0.22173242637918,7.74405585436182,9.62946751087002e-15,8.47753602307236e-13
"ENSMUSG00000030043",262.917968471089,1.80235176650891,0.232791056878459,7.74235827903784,9.75895253562642e-15,8.54583168053286e-13
"ENSMUSG00000026395",1977.69508964369,2.34803224865743,0.303339526511725,7.74060761437456,9.89428155367647e-15,8.61849509090877e-13
"ENSMUSG00000058624",4480.01927286358,2.11960102843426,0.273935059946115,7.73760404692704,1.0130776864944e-14,8.77805155408277e-13
"ENSMUSG00000003283",295.783820879363,2.72481888934903,0.352461342782026,7.73083047304327,1.06847233134489e-14,9.16159374527652e-13
"ENSMUSG00000028369",3565.02495138419,1.3799343716794,0.178918848936014,7.71262714848394,1.23253780150084e-14,1.04594174361383e-12
"ENSMUSG00000031101",229.806017321546,2.12301379100338,0.275566326968038,7.70418437681474,1.31681610001614e-14,1.10605833951866e-12
"ENSMUSG00000030579",440.543855635906,2.69553411462462,0.349931457278459,7.7030345759388,1.328723885839e-14,1.11039499150088e-12
"ENSMUSG00000121093",1754.11706887462,2.0012385224936,0.261216753662396,7.6612181050227,1.84177766885201e-14,1.51605928811553e-12
"ENSMUSG00000028980",1539.05661756705,1.41519273730407,0.184786056391172,7.65854721369378,1.88048109635639e-14,1.54021692981668e-12
"ENSMUSG00000002111",433.118421292126,2.41137871554828,0.315079318084444,7.65324341251116,1.95972454331287e-14,1.59717550279999e-12
"ENSMUSG00000023349",309.160377825547,2.39363013645785,0.313549204773271,7.63398567120809,2.27605221982943e-14,1.8367964556398e-12
"ENSMUSG00000042404",341.029734480858,1.26917800902968,0.166269440267809,7.63326085049319,2.28889097333012e-14,1.8381469314114e-12
"ENSMUSG00000036887",1837.08782005583,2.23412676457494,0.292768587883211,7.63103303099635,2.32879996401133e-14,1.86111814599604e-12
"ENSMUSG00000064065",84.5293405377159,2.98570839459097,0.391413342688419,7.62801894816272,2.3838853125815e-14,1.89593738652315e-12
"ENSMUSG00000030413",2660.48596471023,1.58143349922464,0.207470929616241,7.62243415089438,2.48936120070316e-14,1.97030545419116e-12
"ENSMUSG00000101389",293.360016035671,2.73408846478769,0.358798431021792,7.62012380322151,2.53432528493067e-14,1.9962965151107e-12
"ENSMUSG00000032068",2090.73073972481,6.89716260095428,0.90621629922549,7.61094520905112,2.72098572890633e-14,2.12301365189502e-12
"ENSMUSG00000030830",509.138638782226,2.73045981746706,0.358858924574646,7.60872763775755,2.76807376696326e-14,2.13947410448432e-12
"ENSMUSG00000049988",195.999631149817,2.96531515689538,0.389720801191006,7.60881930816427,2.76611144702051e-14,2.13947410448432e-12
"ENSMUSG00000026185",14245.4733172736,2.90163103806584,0.381523421506105,7.60538114963254,2.84065451336084e-14,2.1853128623112e-12
"ENSMUSG00000038193",548.901488911009,1.08758995052792,0.143326506251903,7.58819829610884,3.24384231418345e-14,2.48387795434429e-12
"ENSMUSG00000034116",425.58718778515,1.62186254608709,0.213858385692871,7.58381552742244,3.35538143842565e-14,2.54560574289407e-12
"ENSMUSG00000008318",84.4375625937181,2.83393481236155,0.373674601998024,7.58396422237049,3.35153614934423e-14,2.54560574289407e-12
"ENSMUSG00000022439",148.013903456169,2.62038961857059,0.345683245830596,7.58031998997929,3.44703722388424e-14,2.60314558792689e-12
"ENSMUSG00000064147",73.6145106069646,4.74295618779986,0.626466602403317,7.57096414973189,3.70464289076156e-14,2.78491031555286e-12
"ENSMUSG00000022218",51.9985473586633,3.12871985333423,0.413392943633865,7.5683920142219,3.77872238982468e-14,2.82768666834926e-12
"ENSMUSG00000060550",1779.85800564984,2.60570932478394,0.345172067685721,7.5490156033032,4.38560335825685e-14,3.25226072463885e-12
"ENSMUSG00000031722",1106.74401184489,7.210292208734,0.955396343572634,7.54691208234234,4.45699235648622e-14,3.27569040914431e-12
"ENSMUSG00000073902",357.984808874553,3.37068249250857,0.446609560876377,7.54726899687128,4.44479946033835e-14,3.27569040914431e-12
"ENSMUSG00000047945",1427.92250073244,1.55276960106272,0.205864111149942,7.54269208163125,4.60367296823763e-14,3.36845635893761e-12
"ENSMUSG00000042759",273.002365396376,2.50559725964189,0.332629749182214,7.53269142583313,4.97049790448086e-14,3.6048152864083e-12
"ENSMUSG00000038623",287.098437340174,1.72398278408582,0.229042935704021,7.52689786649271,5.19599808955991e-14,3.75182967317652e-12
"ENSMUSG00000023913",997.257548285854,2.24337996901485,0.298243382069013,7.52197736443231,5.39539271651329e-14,3.87879258916849e-12
"ENSMUSG00000026180",93.5426239673711,7.36977793914893,0.982108071927613,7.50403967730765,6.1880560415936e-14,4.42930289620676e-12
"ENSMUSG00000020901",290.346743188402,2.03522608829455,0.271315668150768,7.50132162350312,6.31775610875459e-14,4.50256358521328e-12
"ENSMUSG00000024164",14901.4416643591,3.5120912048845,0.468573260582589,7.49528729086639,6.61533046634939e-14,4.67417105010773e-12
"ENSMUSG00000121137",4325.39417480678,2.84390260135615,0.379656913095862,7.49071728515603,6.84982229623989e-14,4.81917198559818e-12
"ENSMUSG00000025492",2658.41940942478,2.3250844909092,0.31063430912556,7.48495714286792,7.1570487723373e-14,4.99264804826224e-12
"ENSMUSG00000025964",790.652284731125,1.26689441098559,0.169273830537642,7.48428984540447,7.19350408446766e-14,4.99690538998275e-12
"ENSMUSG00000029371",824.939022699995,6.1251265944237,0.818669810989959,7.48180342330814,7.33095479967636e-14,5.07098776752403e-12
"ENSMUSG00000059970",441.539860831831,1.66899415741278,0.223402155964347,7.47080595622872,7.97051173077117e-14,5.46743894265358e-12
"ENSMUSG00000039959",595.694867964711,1.05274086717715,0.141091535829243,7.46140341438508,8.56057045783189e-14,5.84782869075877e-12
"ENSMUSG00000052160",537.903679472255,2.2264195667174,0.298463007715223,7.45961646557461,8.67746971682153e-14,5.9031894193402e-12
"ENSMUSG00000060063",330.505772701767,2.60090321547244,0.34889770598445,7.4546297406391,9.01205553800996e-14,6.10557491038099e-12
"ENSMUSG00000079227",482.793744090674,3.13258226473572,0.420473076923538,7.45013756327941,9.32429558612598e-14,6.29122451780295e-12
"ENSMUSG00000028602",197.878908327774,5.58365939732623,0.750499556620174,7.43992364562063,1.00743512667568e-13,6.7695528532497e-12
"ENSMUSG00000005824",39.3293681057533,4.11576014794896,0.553613498300151,7.4343565693146,1.05078173741485e-13,7.03212184677266e-12
"ENSMUSG00000009687",615.627755023932,1.71049204632892,0.230240095007764,7.42916669779536,1.0928395083014e-13,7.28397442314413e-12
"ENSMUSG00000022831",684.996451833958,2.51798676983711,0.338962196853798,7.42851796810598,1.09821165426925e-13,7.29026550977206e-12
"ENSMUSG00000003617",1171.50729343229,2.63013039405408,0.354406296517432,7.42122930630468,1.16038213911678e-13,7.6720366089476e-12
